transaction_id,transaction_date,description,category,transaction_type,amount,payment_method,expected_category
640,2026-03-16,ATK,Operasional Kantor,Pengeluaran,286085.0,Transfer Bank,Operasional Kantor
641,2026-03-29,Biaya MDR kartu,Biaya Bank,Pengeluaran,843412.0,Kartu Debit,Biaya Bank
642,2026-03-20,Air kantor,Operasional Kantor,Pengeluaran,958557.0,Kartu Kredit,Operasional Kantor
643,2026-03-21,Biaya payment gateway,Biaya Bank,Pengeluaran,874594.0,Payment Gateway,Biaya Bank
644,2026-03-08,Bensin operasional,Transportasi & Logistik,Pengeluaran,200666.0,E-Wallet,Transportasi & Logistik
645,2026-03-29,Marketing & Promosi,Marketing & Promosi,Pengeluaran,1045352.0,Kartu Debit,Marketing & Promosi
646,2026-03-12,Selisih kas,Lain-lain,Pengeluaran,177046.0,Transfer Bank,Lain-lain
647,2026-03-11,Listrik kantor,Operasional Kantor,Pengeluaran,1079953.0,Kartu Kredit,Operasional Kantor
648,2026-03-02,Pembelian bahan baku,Pembelian Stok,Pengeluaran,2029307.0,Transfer Bank,Pembelian Stok
649,2026-03-25,Sewa kendaraan,Transportasi & Logistik,Pengeluaran,2508561.0,Tunai,Transportasi & Logistik
650,2026-03-03,Listrik kantor,Operasional Kantor,Pengeluaran,232341.0,Transfer Bank,Operasional Kantor
651,2026-03-09,Sewa kantor,Operasional Kantor,Pengeluaran,9355859.0,Kartu Kredit,Operasional Kantor
652,2026-03-15,Event marketing,Marketing & Promosi,Pengeluaran,5310319.0,E-Wallet,Marketing & Promosi
653,2026-03-22,Pembelian barang dagang,Pembelian Stok,Pengeluaran,17828948.0,E-Wallet,Pembelian Stok
654,2026-03-15,Pembelian printer,Peralatan & Aset,Pengeluaran,13461908.0,Kartu Kredit,Peralatan & Aset
655,2026-03-12,Pembayaran utang supplier,Utang & Cicilan,Pengeluaran,13928245.0,Transfer Bank,Utang & Cicilan
656,2026-03-16,Bayar pajak usaha,Pajak & Perizinan,Pengeluaran,3773780.0,Transfer Bank,Pajak & Perizinan
657,2026-03-05,Biaya MDR kartu,Biaya Bank,Pengeluaran,800775.0,QRIS,Biaya Bank
658,2026-03-09,Biaya payment gateway,Biaya Bank,Pengeluaran,49610.0,QRIS,Biaya Bank
659,2026-03-17,Bayar pajak usaha,Pajak & Perizinan,Pengeluaran,42352768.0,Transfer Bank,Pajak & Perizinan
660,2026-03-29,Langganan software akuntansi,Software & Langganan,Pengeluaran,1229555.0,Kartu Debit,Software & Langganan
661,2026-03-30,PPh,Pajak & Perizinan,Pengeluaran,21915827.0,Transfer Bank,Pajak & Perizinan
662,2026-03-20,Influencer marketing,Marketing & Promosi,Pengeluaran,9729681.0,Kartu Kredit,Marketing & Promosi
663,2026-03-29,Biaya MDR kartu,Biaya Bank,Pengeluaran,751977.0,Kartu Debit,Biaya Bank
664,2026-03-19,Air kantor,Operasional Kantor,Pengeluaran,219620.0,Kartu Kredit,Operasional Kantor
665,2026-03-30,Biaya payment gateway,Biaya Bank,Pengeluaran,326903.0,Kartu Debit,Biaya Bank
666,2026-03-03,Biaya MDR kartu,Biaya Bank,Pengeluaran,370025.0,QRIS,Biaya Bank
667,2026-03-25,CRM subscription,Software & Langganan,Pengeluaran,2674551.0,Transfer Bank,Software & Langganan
668,2026-04-04,Tambahan modal operasional,Modal & Investasi,Pemasukan,8852345.0,Transfer Bank,Modal & Investasi
669,2026-04-29,Pendapatan grosir,Penjualan,Pemasukan,15991117.0,Kartu Debit,Penjualan
670,2026-04-28,Tambahan modal operasional,Modal & Investasi,Pemasukan,8901968.0,Transfer Bank,Modal & Investasi
671,2026-04-28,Pembayaran piutang pelanggan,Piutang,Pemasukan,6212560.0,Transfer Bank,Piutang
672,2026-04-05,Cicilan pelanggan,Piutang,Pemasukan,456399.0,Payment Gateway,Piutang
673,2026-04-29,Investasi investor,Modal & Investasi,Pemasukan,223498039.0,Transfer Bank,Modal & Investasi
674,2026-04-18,Pembayaran piutang pelanggan,Piutang,Pemasukan,20363095.0,Payment Gateway,Piutang
675,2026-04-29,Setoran modal pemilik,Modal & Investasi,Pemasukan,48638229.0,Transfer Bank,Modal & Investasi
676,2026-04-15,Tambahan modal operasional,Modal & Investasi,Pemasukan,13278952.0,Transfer Bank,Modal & Investasi
677,2026-04-10,Pendapatan toko offline,Penjualan,Pemasukan,1276109.0,QRIS,Penjualan
678,2026-04-04,Sewa kendaraan,Transportasi & Logistik,Pengeluaran,1545717.0,Kartu Kredit,Transportasi & Logistik
679,2026-04-05,PPh,Pajak & Perizinan,Pengeluaran,30300815.0,Transfer Bank,Pajak & Perizinan
680,2026-04-29,Donasi perusahaan,Lain-lain,Pengeluaran,884570.0,E-Wallet,Lain-lain
681,2026-04-12,Cetak brosur,Marketing & Promosi,Pengeluaran,2377347.0,E-Wallet,Marketing & Promosi
682,2026-04-29,Bensin operasional,Transportasi & Logistik,Pengeluaran,389162.0,E-Wallet,Transportasi & Logistik
683,2026-04-10,Pembelian barang dagang,Pembelian Stok,Pengeluaran,1863182.0,Kartu Kredit,Pembelian Stok
684,2026-04-21,Koreksi transaksi,Lain-lain,Pengeluaran,295449.0,Transfer Bank,Lain-lain
685,2026-04-04,Donasi perusahaan,Lain-lain,Pengeluaran,3377619.0,Tunai,Lain-lain
686,2026-04-13,Biaya admin bank,Biaya Bank,Pengeluaran,43795.0,Payment Gateway,Biaya Bank
687,2026-04-08,Konsultan pajak,Pajak & Perizinan,Pengeluaran,14723688.0,Transfer Bank,Pajak & Perizinan
688,2026-04-21,Pembelian printer,Peralatan & Aset,Pengeluaran,10137675.0,Kartu Debit,Peralatan & Aset
689,2026-04-29,Hosting website,Software & Langganan,Pengeluaran,2456301.0,Kartu Kredit,Software & Langganan
690,2026-04-25,PPN,Pajak & Perizinan,Pengeluaran,13453036.0,Transfer Bank,Pajak & Perizinan
691,2026-04-06,Gaji karyawan,Gaji & Karyawan,Pengeluaran,4417196.0,Transfer Bank,Gaji & Karyawan
692,2026-04-24,ATK,Operasional Kantor,Pengeluaran,935913.0,Tunai,Operasional Kantor
693,2026-04-16,Pelunasan kredit usaha,Utang & Cicilan,Pengeluaran,4235728.0,Transfer Bank,Utang & Cicilan
694,2026-04-12,CRM subscription,Software & Langganan,Pengeluaran,1571741.0,Kartu Kredit,Software & Langganan
695,2026-04-08,Pembelian furniture kantor,Peralatan & Aset,Pengeluaran,12933108.0,Kartu Kredit,Peralatan & Aset
696,2026-04-04,Sewa kantor,Operasional Kantor,Pengeluaran,7849978.0,Kartu Debit,Operasional Kantor
697,2026-04-25,Langganan software akuntansi,Software & Langganan,Pengeluaran,1855265.0,E-Wallet,Software & Langganan
698,2026-04-12,Konsultan pajak,Pajak & Perizinan,Pengeluaran,7014295.0,Transfer Bank,Pajak & Perizinan
3004,2026-04-28,Pembelian bahan baku,Pembelian Stok,Pengeluaran,14126767.0,Kartu Debit,Pembelian Stok
700,2026-04-19,CRM subscription,Software & Langganan,Pengeluaran,207876.0,E-Wallet,Software & Langganan
701,2026-04-06,Parkir operasional,Transportasi & Logistik,Pengeluaran,111749.0,Kartu Kredit,Transportasi & Logistik
702,2026-04-19,Reimbursement karyawan,Gaji & Karyawan,Pengeluaran,1404562.0,Transfer Bank,Gaji & Karyawan
703,2026-04-08,Restock produk,Pembelian Stok,Pengeluaran,8205463.0,E-Wallet,Pembelian Stok
704,2026-04-18,THR,Gaji & Karyawan,Pengeluaran,4138324.0,Transfer Bank,Gaji & Karyawan
705,2026-04-12,Iklan online,Marketing & Promosi,Pengeluaran,16767554.0,E-Wallet,Marketing & Promosi
706,2026-04-29,Iklan online,Marketing & Promosi,Pengeluaran,5976154.0,Kartu Debit,Marketing & Promosi
707,2026-04-28,Biaya ekspedisi,Transportasi & Logistik,Pengeluaran,395798.0,Transfer Bank,Transportasi & Logistik
708,2026-04-06,Hosting website,Software & Langganan,Pengeluaran,749522.0,Transfer Bank,Software & Langganan
709,2026-04-24,Marketing & Promosi,Marketing & Promosi,Pengeluaran,11886091.0,E-Wallet,Marketing & Promosi
710,2026-04-05,Internet kantor,Operasional Kantor,Pengeluaran,1301910.0,Kartu Debit,Operasional Kantor
711,2026-04-25,Koreksi transaksi,Lain-lain,Pengeluaran,59207.0,Transfer Bank,Lain-lain
712,2026-04-24,Event marketing,Marketing & Promosi,Pengeluaran,13166553.0,E-Wallet,Marketing & Promosi
713,2026-04-21,Bunga pinjaman,Utang & Cicilan,Pengeluaran,4850472.0,Transfer Bank,Utang & Cicilan
714,2026-04-01,Pembelian perlengkapan produksi,Pembelian Stok,Pengeluaran,3433167.0,Transfer Bank,Pembelian Stok
715,2026-04-02,Pembelian barang dagang,Pembelian Stok,Pengeluaran,3000938.0,E-Wallet,Pembelian Stok
716,2026-04-18,Biaya tarik tunai,Biaya Bank,Pengeluaran,19624.0,Kartu Debit,Biaya Bank
717,2026-04-27,Domain website,Software & Langganan,Pengeluaran,1358980.0,Transfer Bank,Software & Langganan
718,2026-04-18,Internet kantor,Operasional Kantor,Pengeluaran,1222355.0,Kartu Kredit,Operasional Kantor
719,2026-04-13,Restock produk,Pembelian Stok,Pengeluaran,6379368.0,Tunai,Pembelian Stok
720,2026-04-28,Listrik kantor,Operasional Kantor,Pengeluaran,763583.0,Kartu Debit,Operasional Kantor
721,2026-04-26,Pembelian bahan baku,Pembelian Stok,Pengeluaran,6988206.0,Transfer Bank,Pembelian Stok
722,2026-04-06,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,352019.0,Transfer Bank,Gaji & Karyawan
723,2026-04-17,Hosting website,Software & Langganan,Pengeluaran,2245526.0,E-Wallet,Software & Langganan
724,2026-04-27,Pembelian barang dagang,Pembelian Stok,Pengeluaran,12523060.0,Transfer Bank,Pembelian Stok
725,2026-04-11,Cloud storage bisnis,Software & Langganan,Pengeluaran,1116623.0,E-Wallet,Software & Langganan
726,2026-04-14,Pembelian barang dagang,Pembelian Stok,Pengeluaran,6306687.0,Transfer Bank,Pembelian Stok
727,2026-04-26,Pembelian bahan baku,Pembelian Stok,Pengeluaran,2473458.0,Kartu Debit,Pembelian Stok
728,2026-04-17,Gaji karyawan,Gaji & Karyawan,Pengeluaran,8221374.0,Transfer Bank,Gaji & Karyawan
729,2026-04-29,Diskon promosi,Marketing & Promosi,Pengeluaran,1566261.0,Transfer Bank,Marketing & Promosi
730,2026-04-12,Refund pelanggan,Lain-lain,Pengeluaran,3182702.0,Transfer Bank,Lain-lain
731,2026-04-16,Pembelian mesin produksi,Peralatan & Aset,Pengeluaran,13470486.0,Kartu Debit,Peralatan & Aset
732,2026-05-21,Penjualan jasa,Penjualan,Pemasukan,4524581.0,Payment Gateway,Penjualan
733,2026-05-10,Cicilan pelanggan,Piutang,Pemasukan,3664441.0,Payment Gateway,Piutang
734,2026-05-20,Investasi investor,Modal & Investasi,Pemasukan,201251805.0,Transfer Bank,Modal & Investasi
735,2026-05-21,Pembayaran piutang pelanggan,Piutang,Pemasukan,29944571.0,Payment Gateway,Piutang
736,2026-05-21,Cicilan pelanggan,Piutang,Pemasukan,451483.0,QRIS,Piutang
737,2026-05-18,Pendapatan proyek,Penjualan,Pemasukan,11603308.0,Kartu Debit,Penjualan
738,2026-05-18,Pembayaran piutang pelanggan,Piutang,Pemasukan,13231777.0,Payment Gateway,Piutang
739,2026-05-06,Bunga pinjaman,Utang & Cicilan,Pengeluaran,2490169.0,Transfer Bank,Utang & Cicilan
740,2026-05-08,Cicilan pinjaman usaha,Utang & Cicilan,Pengeluaran,13304066.0,Transfer Bank,Utang & Cicilan
741,2026-05-21,Pembelian printer,Peralatan & Aset,Pengeluaran,4871359.0,Kartu Kredit,Peralatan & Aset
742,2026-05-03,Cicilan pinjaman usaha,Utang & Cicilan,Pengeluaran,1262750.0,Transfer Bank,Utang & Cicilan
743,2026-05-08,Pembayaran utang supplier,Utang & Cicilan,Pengeluaran,22258421.0,Transfer Bank,Utang & Cicilan
744,2026-05-20,Domain website,Software & Langganan,Pengeluaran,435037.0,Kartu Kredit,Software & Langganan
745,2026-05-03,Restock produk,Pembelian Stok,Pengeluaran,23383322.0,E-Wallet,Pembelian Stok
746,2026-05-22,Iklan online,Marketing & Promosi,Pengeluaran,15951257.0,Kartu Kredit,Marketing & Promosi
747,2026-05-26,Cloud storage bisnis,Software & Langganan,Pengeluaran,504190.0,Kartu Debit,Software & Langganan
748,2026-05-18,Domain website,Software & Langganan,Pengeluaran,1395801.0,Kartu Kredit,Software & Langganan
749,2026-05-14,Biaya transfer,Biaya Bank,Pengeluaran,47580.0,Payment Gateway,Biaya Bank
750,2026-05-21,Iklan online,Marketing & Promosi,Pengeluaran,14872823.0,Transfer Bank,Marketing & Promosi
751,2026-05-27,Sewa kendaraan,Transportasi & Logistik,Pengeluaran,364336.0,E-Wallet,Transportasi & Logistik
752,2026-05-27,Bunga pinjaman,Utang & Cicilan,Pengeluaran,4998329.0,Transfer Bank,Utang & Cicilan
753,2026-05-14,Sewa kantor,Operasional Kantor,Pengeluaran,14380332.0,Kartu Kredit,Operasional Kantor
754,2026-05-26,Iklan online,Marketing & Promosi,Pengeluaran,4301004.0,E-Wallet,Marketing & Promosi
755,2026-05-11,Biaya payment gateway,Biaya Bank,Pengeluaran,927386.0,Transfer Bank,Biaya Bank
756,2026-05-15,Restock produk,Pembelian Stok,Pengeluaran,29586081.0,Kartu Kredit,Pembelian Stok
757,2026-05-18,Biaya transfer,Biaya Bank,Pengeluaran,9360.0,E-Wallet,Biaya Bank
758,2026-05-13,Biaya transfer,Biaya Bank,Pengeluaran,29227.0,QRIS,Biaya Bank
759,2026-05-17,Kurir,Transportasi & Logistik,Pengeluaran,988784.0,Tunai,Transportasi & Logistik
760,2026-05-15,Parkir operasional,Transportasi & Logistik,Pengeluaran,226626.0,E-Wallet,Transportasi & Logistik
761,2026-05-19,Gaji karyawan,Gaji & Karyawan,Pengeluaran,12865139.0,Transfer Bank,Gaji & Karyawan
762,2026-05-05,Administrasi legal,Pajak & Perizinan,Pengeluaran,1270635.0,Transfer Bank,Pajak & Perizinan
763,2026-05-09,Donasi perusahaan,Lain-lain,Pengeluaran,4927157.0,Tunai,Lain-lain
764,2026-05-20,Langganan software akuntansi,Software & Langganan,Pengeluaran,1857424.0,Kartu Kredit,Software & Langganan
765,2026-05-02,Listrik kantor,Operasional Kantor,Pengeluaran,509953.0,Kartu Debit,Operasional Kantor
766,2026-05-24,CRM subscription,Software & Langganan,Pengeluaran,596641.0,Kartu Kredit,Software & Langganan
767,2026-05-30,Iklan online,Marketing & Promosi,Pengeluaran,9302952.0,Transfer Bank,Marketing & Promosi
768,2026-05-15,Kebersihan kantor,Operasional Kantor,Pengeluaran,57655.0,Transfer Bank,Operasional Kantor
769,2026-05-03,Biaya transfer,Biaya Bank,Pengeluaran,26702.0,Transfer Bank,Biaya Bank
3005,2026-05-18,Pembelian furniture kantor,Peralatan & Aset,Pengeluaran,7387849.0,Transfer Bank,Peralatan & Aset
771,2026-05-20,Biaya transfer,Biaya Bank,Pengeluaran,8023.0,Transfer Bank,Biaya Bank
772,2026-05-22,Koreksi transaksi,Lain-lain,Pengeluaran,330921.0,Transfer Bank,Lain-lain
773,2026-05-14,Biaya transfer,Biaya Bank,Pengeluaran,22704.0,Transfer Bank,Biaya Bank
774,2026-05-08,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,370556.0,Transfer Bank,Gaji & Karyawan
775,2026-05-05,Biaya izin usaha,Pajak & Perizinan,Pengeluaran,14967414.0,Transfer Bank,Pajak & Perizinan
776,2026-05-11,Biaya transfer,Biaya Bank,Pengeluaran,15094.0,Transfer Bank,Biaya Bank
777,2026-05-01,Hosting website,Software & Langganan,Pengeluaran,1899250.0,Kartu Kredit,Software & Langganan
778,2024-08-12,CRM subscription,Software & Langganan,Pengeluaran,2870318.0,Kartu Debit,Software & Langganan
779,2026-04-13,Kebersihan kantor,Operasional Kantor,Pengeluaran,596800.0,Transfer Bank,Operasional Kantor
780,2024-07-21,Biaya admin bank,Biaya Bank,Pengeluaran,18857.0,Transfer Bank,Biaya Bank
781,2026-03-23,Penjualan jasa,Penjualan,Pemasukan,7744531.0,Payment Gateway,Penjualan
3006,2025-02-27,Biaya tak terduga,Lain-lain,Pengeluaran,7734278.0,E-Wallet,Lain-lain
783,2026-01-21,Pendapatan toko offline,Penjualan,Pemasukan,2284933.0,Transfer Bank,Penjualan
784,2025-06-30,Pembayaran piutang pelanggan,Piutang,Pemasukan,26230065.0,Transfer Bank,Piutang
785,2025-05-11,Domain website,Software & Langganan,Pengeluaran,873422.0,E-Wallet,Software & Langganan
786,2024-07-26,Piutang,Piutang,Pemasukan,21917323.0,QRIS,Piutang
787,2025-08-01,Cicilan pelanggan,Piutang,Pemasukan,2088824.0,QRIS,Piutang
788,2024-12-24,Investasi investor,Modal & Investasi,Pemasukan,236574796.0,Transfer Bank,Modal & Investasi
789,2025-03-01,Penjualan jasa,Penjualan,Pemasukan,19611564.0,QRIS,Penjualan
790,2026-01-18,Event marketing,Marketing & Promosi,Pengeluaran,10590823.0,Kartu Debit,Marketing & Promosi
791,2025-10-30,Setoran modal pemilik,Modal & Investasi,Pemasukan,31361772.0,Transfer Bank,Modal & Investasi
792,2026-04-05,Tambahan modal operasional,Modal & Investasi,Pemasukan,5805840.0,Transfer Bank,Modal & Investasi
793,2024-08-03,Penjualan jasa,Penjualan,Pemasukan,16006899.0,Transfer Bank,Penjualan
794,2024-11-18,Penjualan produk,Penjualan,Pemasukan,1421872.0,E-Wallet,Penjualan
795,2026-05-23,Pembelian bahan baku,Pembelian Stok,Pengeluaran,19203658.0,E-Wallet,Pembelian Stok
796,2025-02-15,Administrasi legal,Pajak & Perizinan,Pengeluaran,12868107.0,Transfer Bank,Pajak & Perizinan
797,2024-09-04,CRM subscription,Software & Langganan,Pengeluaran,1481095.0,Kartu Debit,Software & Langganan
798,2025-06-23,Pelunasan invoice,Piutang,Pemasukan,29051877.0,QRIS,Piutang
799,2026-01-19,Pembelian bahan baku,Pembelian Stok,Pengeluaran,7987051.0,Kartu Debit,Pembelian Stok
800,2025-08-25,Cetak brosur,Marketing & Promosi,Pengeluaran,2523088.0,Kartu Debit,Marketing & Promosi
801,2025-08-25,Biaya tarik tunai,Biaya Bank,Pengeluaran,24690.0,QRIS,Biaya Bank
802,2025-04-14,Pendapatan toko offline,Penjualan,Pemasukan,1302218.0,E-Wallet,Penjualan
803,2024-11-26,Penjualan jasa,Penjualan,Pemasukan,22166360.0,Kartu Debit,Penjualan
804,2025-05-31,THR,Gaji & Karyawan,Pengeluaran,8622732.0,Transfer Bank,Gaji & Karyawan
805,2025-09-25,Setoran modal pemilik,Modal & Investasi,Pemasukan,33529227.0,Transfer Bank,Modal & Investasi
806,2025-05-14,Restock produk,Pembelian Stok,Pengeluaran,11960577.0,Kartu Debit,Pembelian Stok
807,2025-07-07,Iklan online,Marketing & Promosi,Pengeluaran,12079671.0,Kartu Debit,Marketing & Promosi
809,2026-01-04,Pelunasan kredit usaha,Utang & Cicilan,Pengeluaran,21694880.0,Transfer Bank,Utang & Cicilan
810,2024-09-16,Biaya payment gateway,Biaya Bank,Pengeluaran,212368.0,E-Wallet,Biaya Bank
811,2025-11-25,Tambahan modal operasional,Modal & Investasi,Pemasukan,19094387.0,Transfer Bank,Modal & Investasi
812,2024-11-16,Penjualan jasa,Penjualan,Pemasukan,2063062.0,Kartu Debit,Penjualan
813,2025-11-14,Tambahan modal operasional,Modal & Investasi,Pemasukan,6289895.0,Transfer Bank,Modal & Investasi
814,2024-10-02,Pendapatan proyek,Penjualan,Pemasukan,14798899.0,Payment Gateway,Penjualan
815,2025-12-04,Setoran modal pemilik,Modal & Investasi,Pemasukan,44044962.0,Transfer Bank,Modal & Investasi
816,2025-01-16,Pendapatan marketplace,Penjualan,Pemasukan,1183727.0,Kartu Debit,Penjualan
817,2025-01-20,Cicilan pinjaman usaha,Utang & Cicilan,Pengeluaran,7010313.0,Transfer Bank,Utang & Cicilan
818,2026-05-06,Investasi investor,Modal & Investasi,Pemasukan,220849451.0,Transfer Bank,Modal & Investasi
819,2025-08-13,Kurir,Transportasi & Logistik,Pengeluaran,1630337.0,Transfer Bank,Transportasi & Logistik
820,2025-02-19,Biaya izin usaha,Pajak & Perizinan,Pengeluaran,5670939.0,Transfer Bank,Pajak & Perizinan
821,2024-06-24,Investasi investor,Modal & Investasi,Pemasukan,55160900.0,Transfer Bank,Modal & Investasi
822,2025-09-16,Sewa kantor,Operasional Kantor,Pengeluaran,8660391.0,Transfer Bank,Operasional Kantor
823,2026-01-05,Investasi investor,Modal & Investasi,Pemasukan,195159707.0,Transfer Bank,Modal & Investasi
824,2026-02-06,Domain website,Software & Langganan,Pengeluaran,411878.0,E-Wallet,Software & Langganan
825,2024-12-14,Cetak brosur,Marketing & Promosi,Pengeluaran,3598774.0,Kartu Debit,Marketing & Promosi
826,2026-05-08,CRM subscription,Software & Langganan,Pengeluaran,2698686.0,Kartu Kredit,Software & Langganan
827,2024-11-12,Pembelian barang dagang,Pembelian Stok,Pengeluaran,9353747.0,Kartu Kredit,Pembelian Stok
828,2025-06-03,Biaya endorsement,Marketing & Promosi,Pengeluaran,10628750.0,Kartu Debit,Marketing & Promosi
829,2025-07-31,Kebersihan kantor,Operasional Kantor,Pengeluaran,139429.0,Transfer Bank,Operasional Kantor
830,2026-02-01,Parkir operasional,Transportasi & Logistik,Pengeluaran,735785.0,Tunai,Transportasi & Logistik
831,2026-03-14,Biaya tarik tunai,Biaya Bank,Pengeluaran,11605.0,E-Wallet,Biaya Bank
832,2024-06-10,Cicilan pelanggan,Piutang,Pemasukan,303045.0,Payment Gateway,Piutang
833,2024-10-08,THR,Gaji & Karyawan,Pengeluaran,6207512.0,Transfer Bank,Gaji & Karyawan
834,2025-06-17,Pinjaman usaha,Modal & Investasi,Pemasukan,57858993.0,Transfer Bank,Modal & Investasi
835,2024-06-11,Penjualan jasa,Penjualan,Pemasukan,2042447.0,E-Wallet,Penjualan
836,2025-10-05,Donasi perusahaan,Lain-lain,Pengeluaran,9684937.0,Transfer Bank,Lain-lain
837,2025-02-05,DP dari pelanggan,Piutang,Pemasukan,1774392.0,Payment Gateway,Piutang
838,2025-01-17,Pendapatan grosir,Penjualan,Pemasukan,40334977.0,E-Wallet,Penjualan
839,2025-08-16,THR,Gaji & Karyawan,Pengeluaran,7391321.0,Transfer Bank,Gaji & Karyawan
840,2026-04-08,Investasi investor,Modal & Investasi,Pemasukan,222264177.0,Transfer Bank,Modal & Investasi
842,2026-02-27,Pembelian perlengkapan produksi,Pembelian Stok,Pengeluaran,1387413.0,Transfer Bank,Pembelian Stok
843,2024-08-10,Pendapatan proyek,Penjualan,Pemasukan,6551383.0,E-Wallet,Penjualan
844,2024-12-23,Pembayaran utang supplier,Utang & Cicilan,Pengeluaran,3587919.0,Transfer Bank,Utang & Cicilan
845,2025-07-13,Penjualan produk,Penjualan,Pemasukan,2031689.0,Transfer Bank,Penjualan
846,2025-01-02,Investasi investor,Modal & Investasi,Pemasukan,87746801.0,Transfer Bank,Modal & Investasi
847,2025-06-11,Gaji karyawan,Gaji & Karyawan,Pengeluaran,11533669.0,Transfer Bank,Gaji & Karyawan
848,2024-06-21,Pembelian printer,Peralatan & Aset,Pengeluaran,11424928.0,Transfer Bank,Peralatan & Aset
850,2025-01-15,Pinjaman usaha,Modal & Investasi,Pemasukan,64219448.0,Transfer Bank,Modal & Investasi
851,2025-04-22,Penjualan jasa,Penjualan,Pemasukan,8809313.0,Transfer Bank,Penjualan
852,2026-02-26,Bayar pajak usaha,Pajak & Perizinan,Pengeluaran,40404496.0,Lainnya,Pajak & Perizinan
853,2025-09-25,Koreksi transaksi,Lain-lain,Pengeluaran,298446.0,Tunai,Lain-lain
854,2025-12-31,Selisih kas,Lain-lain,Pengeluaran,329644.0,Tunai,Lain-lain
855,2025-07-24,Pembelian mesin produksi,Peralatan & Aset,Pengeluaran,9291588.0,Transfer Bank,Peralatan & Aset
856,2024-10-24,Penjualan produk,Penjualan,Pemasukan,596103.0,Kartu Debit,Penjualan
857,2025-04-01,DP dari pelanggan,Piutang,Pemasukan,10326301.0,Transfer Bank,Piutang
858,2025-10-02,Cicilan pelanggan,Piutang,Pemasukan,4661317.0,Transfer Bank,Piutang
859,2026-02-21,Biaya MDR kartu,Biaya Bank,Pengeluaran,62913.0,Payment Gateway,Biaya Bank
860,2026-01-02,Pendapatan proyek,Penjualan,Pemasukan,20792469.0,Kartu Debit,Penjualan
861,2026-01-10,Pembayaran piutang pelanggan,Piutang,Pemasukan,29124775.0,Payment Gateway,Piutang
862,2024-12-10,Pembelian bahan baku,Pembelian Stok,Pengeluaran,14979438.0,Kartu Debit,Pembelian Stok
863,2025-05-03,Pendapatan toko offline,Penjualan,Pemasukan,302861.0,QRIS,Penjualan
864,2026-03-07,Penjualan jasa,Penjualan,Pemasukan,20871978.0,Transfer Bank,Penjualan
865,2026-05-04,Pembelian laptop,Peralatan & Aset,Pengeluaran,31912304.0,Kartu Debit,Peralatan & Aset
866,2025-03-19,Pembelian barang dagang,Pembelian Stok,Pengeluaran,6484088.0,Tunai,Pembelian Stok
867,2026-04-05,DP dari pelanggan,Piutang,Pemasukan,7950404.0,Transfer Bank,Piutang
868,2024-12-01,Pembayaran utang supplier,Utang & Cicilan,Pengeluaran,18500606.0,Transfer Bank,Utang & Cicilan
869,2025-03-11,Pelunasan invoice,Piutang,Pemasukan,10423685.0,QRIS,Piutang
870,2025-05-30,Koreksi transaksi,Lain-lain,Pengeluaran,498728.0,Tunai,Lain-lain
871,2025-04-06,Ongkos kirim,Transportasi & Logistik,Pengeluaran,861502.0,Kartu Kredit,Transportasi & Logistik
872,2025-10-18,Pelunasan invoice,Piutang,Pemasukan,9084999.0,Payment Gateway,Piutang
873,2025-06-22,Pembelian mesin produksi,Peralatan & Aset,Pengeluaran,30027303.0,Kartu Debit,Peralatan & Aset
874,2024-10-03,Internet kantor,Operasional Kantor,Pengeluaran,1183589.0,Kartu Kredit,Operasional Kantor
875,2025-10-16,Pembayaran piutang pelanggan,Piutang,Pemasukan,18333457.0,Transfer Bank,Piutang
3007,2025-08-29,Tambahan modal operasional,Modal & Investasi,Pemasukan,3837928.0,Transfer Bank,Modal & Investasi
877,2025-12-05,Uang lembur,Gaji & Karyawan,Pengeluaran,2503872.0,Transfer Bank,Gaji & Karyawan
878,2025-08-25,Influencer marketing,Marketing & Promosi,Pengeluaran,3822968.0,Kartu Kredit,Marketing & Promosi
879,2025-09-07,Cicilan pelanggan,Piutang,Pemasukan,2120152.0,QRIS,Piutang
880,2025-08-26,Event marketing,Marketing & Promosi,Pengeluaran,7518786.0,Transfer Bank,Marketing & Promosi
881,2024-12-21,Biaya admin bank,Biaya Bank,Pengeluaran,43952.0,Payment Gateway,Biaya Bank
882,2026-02-21,Bensin operasional,Transportasi & Logistik,Pengeluaran,500228.0,Kartu Debit,Transportasi & Logistik
883,2025-06-15,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,321530.0,Transfer Bank,Gaji & Karyawan
884,2025-01-01,Tambahan modal operasional,Modal & Investasi,Pemasukan,16786757.0,Transfer Bank,Modal & Investasi
885,2025-07-02,Pembelian printer,Peralatan & Aset,Pengeluaran,3566489.0,Kartu Debit,Peralatan & Aset
886,2025-08-13,DP dari pelanggan,Piutang,Pemasukan,10229562.0,Transfer Bank,Piutang
887,2024-07-28,Tambahan modal operasional,Modal & Investasi,Pemasukan,18142923.0,Transfer Bank,Modal & Investasi
888,2025-05-05,Penjualan produk,Penjualan,Pemasukan,1197504.0,Transfer Bank,Penjualan
889,2024-09-24,Investasi investor,Modal & Investasi,Pemasukan,184491988.0,Transfer Bank,Modal & Investasi
