transaction_id,transaction_date,description,category,transaction_type,amount,payment_method,expected_category
518,2025-06-10,Gaji bulanan,Gaji,Pemasukan,6272690.0,Kartu Debit,Gaji
519,2026-04-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,189010.0,Transfer Bank,Transfer Teman/Keluarga
520,2026-03-07,Transfer teman,Transfer Teman/Keluarga,Pemasukan,197197.0,Transfer Bank,Transfer Teman/Keluarga
521,2025-01-21,Transfer teman,Transfer Teman/Keluarga,Pemasukan,104793.0,E-Wallet,Transfer Teman/Keluarga
522,2024-12-19,Gaji bulanan,Gaji,Pemasukan,6276350.0,Transfer Bank,Gaji
523,2025-10-18,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51043.0,Transfer Bank,Tempat Tinggal
524,2024-07-30,Transfer teman,Transfer Teman/Keluarga,Pemasukan,148776.0,E-Wallet,Transfer Teman/Keluarga
525,2025-05-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,56686.0,Kartu Debit,Transfer Teman/Keluarga
526,2026-04-01,Gaji bulanan,Gaji,Pemasukan,6178092.0,Kartu Debit,Gaji
527,2026-01-22,Bensin,Transportasi,Pengeluaran,76802.0,Kartu Debit,Transportasi
528,2025-01-26,Bonus,Gaji,Pemasukan,2823279.0,Kartu Debit,Gaji
529,2024-08-29,Service AC kos,Tempat Tinggal,Pengeluaran,51797.0,Tunai,Tempat Tinggal
530,2026-03-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,296288.0,E-Wallet,Transfer Teman/Keluarga
531,2026-01-24,Bonus,Gaji,Pemasukan,2019106.0,E-Wallet,Gaji
532,2025-10-03,Taksi,Transportasi,Pengeluaran,46223.0,Transfer Bank,Transportasi
533,2025-09-10,Konser,Hiburan,Pengeluaran,475572.0,Kartu Debit,Hiburan
534,2024-07-30,Gaji bulanan,Gaji,Pemasukan,6008027.0,E-Wallet,Gaji
535,2025-01-31,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,214050.0,E-Wallet,Transfer Teman/Keluarga
536,2024-08-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,93614.0,Kartu Debit,Transfer Teman/Keluarga
538,2025-03-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,102584.0,E-Wallet,Transfer Teman/Keluarga
539,2025-12-03,Bonus,Gaji,Pemasukan,1429946.0,Kartu Debit,Gaji
540,2024-10-26,Paket data,Pulsa & Internet,Pengeluaran,134404.0,Transfer Bank,Pulsa & Internet
542,2025-11-01,Netflix,Pembayaran Langganan,Pengeluaran,22809.0,Kartu Kredit,Pembayaran Langganan
543,2026-01-27,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,56144.0,E-Wallet,Transfer Teman/Keluarga
3506,2024-09-02,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,201606.0,Transfer Bank,Transfer Teman/Keluarga
545,2025-11-13,Tiket bioskop,Hiburan,Pengeluaran,38985.0,Transfer Bank,Hiburan
546,2024-08-20,Transfer teman,Transfer Teman/Keluarga,Pemasukan,102788.0,Kartu Debit,Transfer Teman/Keluarga
547,2026-04-15,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,56929.0,Kartu Debit,Transfer Teman/Keluarga
548,2025-08-04,Transfer teman,Transfer Teman/Keluarga,Pemasukan,297433.0,E-Wallet,Transfer Teman/Keluarga
549,2026-01-30,Bonus,Gaji,Pemasukan,1558045.0,E-Wallet,Gaji
550,2025-12-19,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,104978.0,Kartu Debit,Transfer Teman/Keluarga
551,2026-03-03,Gaji bulanan,Gaji,Pemasukan,6272723.0,Kartu Debit,Gaji
552,2025-06-25,Makan malam restoran,Makanan & Minuman,Pengeluaran,705589.0,Kartu Kredit,Makanan & Minuman
553,2024-07-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,286371.0,Transfer Bank,Transfer Teman/Keluarga
554,2026-04-06,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,136290.0,E-Wallet,Transfer Teman/Keluarga
555,2024-06-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,252282.0,Kartu Debit,Transfer Teman/Keluarga
556,2025-06-24,Ojek online,Transportasi,Pengeluaran,16023.0,E-Wallet,Transportasi
557,2025-06-15,Bonus,Gaji,Pemasukan,2221815.0,Transfer Bank,Gaji
558,2024-10-21,Gaji bulanan,Gaji,Pemasukan,6095681.0,Kartu Debit,Gaji
3507,2026-02-25,Pakaian baru,Belanja Bulanan,Pengeluaran,230003.0,Kartu Kredit,Belanja Bulanan
560,2026-03-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,82184.0,E-Wallet,Transfer Teman/Keluarga
561,2025-12-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,156386.0,E-Wallet,Transfer Teman/Keluarga
562,2024-09-22,Bonus,Gaji,Pemasukan,1528267.0,Kartu Debit,Gaji
563,2026-03-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,186493.0,Transfer Bank,Transfer Teman/Keluarga
565,2025-10-03,Cloud storage,Pembayaran Langganan,Pengeluaran,53738.0,Kartu Kredit,Pembayaran Langganan
566,2025-02-09,Gaji bulanan,Gaji,Pemasukan,6108936.0,E-Wallet,Gaji
567,2025-08-28,Beli makan siang,Makanan & Minuman,Pengeluaran,175067.0,Kartu Kredit,Makanan & Minuman
568,2025-04-12,Service AC kos,Tempat Tinggal,Pengeluaran,51598.0,Tunai,Tempat Tinggal
569,2026-01-23,Netflix,Pembayaran Langganan,Pengeluaran,24267.0,Transfer Bank,Pembayaran Langganan
570,2024-07-04,Bonus,Gaji,Pemasukan,2247568.0,Transfer Bank,Gaji
571,2024-07-30,Paket data,Pulsa & Internet,Pengeluaran,85019.0,E-Wallet,Pulsa & Internet
572,2024-09-24,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,132997.0,E-Wallet,Transfer Teman/Keluarga
573,2024-08-13,Langganan streaming,Hiburan,Pengeluaran,35641.0,Kartu Debit,Hiburan
574,2025-06-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,231210.0,E-Wallet,Transfer Teman/Keluarga
575,2025-03-07,Spotify Premium,Pembayaran Langganan,Pengeluaran,27562.0,Lainnya,Pembayaran Langganan
576,2025-07-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,50079.0,E-Wallet,Transfer Teman/Keluarga
577,2025-12-08,Bonus,Gaji,Pemasukan,1626965.0,Transfer Bank,Gaji
578,2024-07-21,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,74494.0,Transfer Bank,Transfer Teman/Keluarga
579,2026-05-06,Bonus,Gaji,Pemasukan,1321232.0,E-Wallet,Gaji
580,2025-02-15,Bonus,Gaji,Pemasukan,1846751.0,Lainnya,Gaji
581,2025-08-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,208087.0,Transfer Bank,Transfer Teman/Keluarga
582,2026-04-30,Bonus,Gaji,Pemasukan,1456176.0,E-Wallet,Gaji
583,2026-04-20,Gaji bulanan,Gaji,Pemasukan,6011952.0,Kartu Debit,Gaji
584,2025-04-06,Pakaian baru,Belanja Bulanan,Pengeluaran,221443.0,Transfer Bank,Belanja Bulanan
585,2025-11-05,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,277321.0,Transfer Bank,Belanja Bulanan
586,2025-07-15,Gaji bulanan,Gaji,Pemasukan,6281307.0,Kartu Debit,Gaji
587,2024-09-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,170739.0,E-Wallet,Transfer Teman/Keluarga
588,2024-12-15,Transfer teman,Transfer Teman/Keluarga,Pemasukan,126035.0,Transfer Bank,Transfer Teman/Keluarga
589,2024-10-10,Gaji bulanan,Gaji,Pemasukan,6310083.0,Kartu Debit,Gaji
590,2024-09-13,Paket data,Pulsa & Internet,Pengeluaran,110674.0,Kartu Kredit,Pulsa & Internet
591,2024-07-31,Liburan,Hiburan,Pengeluaran,445280.0,E-Wallet,Hiburan
592,2026-05-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,110956.0,E-Wallet,Transfer Teman/Keluarga
593,2025-11-29,Bonus,Gaji,Pemasukan,2398147.0,Transfer Bank,Gaji
594,2024-07-02,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,55758.0,Transfer Bank,Transfer Teman/Keluarga
595,2024-07-21,Langganan streaming,Hiburan,Pengeluaran,42122.0,Transfer Bank,Hiburan
596,2025-07-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,240483.0,Transfer Bank,Transfer Teman/Keluarga
597,2024-12-26,Bonus,Gaji,Pemasukan,1376041.0,E-Wallet,Gaji
598,2024-09-04,Taksi,Transportasi,Pengeluaran,74177.0,Tunai,Transportasi
599,2025-07-21,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,84458.0,E-Wallet,Transfer Teman/Keluarga
600,2025-03-29,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51618.0,Transfer Bank,Tempat Tinggal
601,2026-01-13,Bonus,Gaji,Pemasukan,2062670.0,Kartu Debit,Gaji
602,2025-03-14,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,193490.0,E-Wallet,Transfer Teman/Keluarga
603,2025-04-27,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,161091.0,Kartu Debit,Transfer Teman/Keluarga
604,2025-04-01,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,299234.0,Kartu Debit,Transfer Teman/Keluarga
605,2025-08-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,109372.0,Transfer Bank,Transfer Teman/Keluarga
606,2025-06-30,Gaji bulanan,Gaji,Pemasukan,6035534.0,E-Wallet,Gaji
607,2025-12-08,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,150067.0,Transfer Bank,Transfer Teman/Keluarga
608,2025-11-04,Makan malam restoran,Makanan & Minuman,Pengeluaran,458933.0,Kartu Kredit,Makanan & Minuman
609,2024-06-21,Makan malam restoran,Makanan & Minuman,Pengeluaran,466166.0,E-Wallet,Makanan & Minuman
610,2025-03-24,Gym membership,Pembayaran Langganan,Pengeluaran,200982.0,E-Wallet,Pembayaran Langganan
611,2025-11-03,Tiket KRL,Transportasi,Pengeluaran,57277.0,Kartu Debit,Transportasi
612,2026-04-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,177327.0,E-Wallet,Transfer Teman/Keluarga
613,2026-05-11,Makan malam restoran,Makanan & Minuman,Pengeluaran,402623.0,Transfer Bank,Makanan & Minuman
614,2026-02-12,Gaji bulanan,Gaji,Pemasukan,6460555.0,Kartu Debit,Gaji
615,2024-11-15,Liburan,Hiburan,Pengeluaran,304433.0,Transfer Bank,Hiburan
616,2025-04-08,Bonus,Gaji,Pemasukan,1277416.0,Transfer Bank,Gaji
617,2025-10-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,50931.0,E-Wallet,Transfer Teman/Keluarga
618,2025-02-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,54278.0,Transfer Bank,Transfer Teman/Keluarga
619,2025-10-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,298026.0,Transfer Bank,Transfer Teman/Keluarga
620,2024-12-28,Bonus,Gaji,Pemasukan,1268379.0,Kartu Debit,Gaji
621,2025-06-05,Paket data,Pulsa & Internet,Pengeluaran,135466.0,Transfer Bank,Pulsa & Internet
622,2024-10-24,Bonus,Gaji,Pemasukan,1448738.0,Kartu Debit,Gaji
623,2026-03-21,Netflix,Pembayaran Langganan,Pengeluaran,27679.0,Kartu Debit,Pembayaran Langganan
624,2025-10-02,Bonus,Gaji,Pemasukan,1592510.0,Transfer Bank,Gaji
625,2024-06-01,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,70692.0,E-Wallet,Transfer Teman/Keluarga
626,2025-09-27,Ojek online,Transportasi,Pengeluaran,46426.0,Tunai,Transportasi
627,2024-06-20,Bonus,Gaji,Pemasukan,2140837.0,Transfer Bank,Gaji
628,2024-10-17,Bayar kos,Tempat Tinggal,Pengeluaran,857773.0,E-Wallet,Tempat Tinggal
629,2024-07-29,Bonus,Gaji,Pemasukan,1404244.0,E-Wallet,Gaji
630,2025-02-18,Ojek online,Transportasi,Pengeluaran,94564.0,E-Wallet,Transportasi
631,2024-10-25,Transfer teman,Transfer Teman/Keluarga,Pemasukan,265807.0,E-Wallet,Transfer Teman/Keluarga
632,2025-10-20,Transfer teman,Transfer Teman/Keluarga,Pemasukan,151681.0,Kartu Debit,Transfer Teman/Keluarga
633,2025-11-13,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,192114.0,Transfer Bank,Transfer Teman/Keluarga
634,2024-07-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,175974.5,Kartu Debit,Transfer Teman/Keluarga
635,2026-01-26,Pakaian baru,Belanja Bulanan,Pengeluaran,244160.0,Transfer Bank,Belanja Bulanan
636,2026-04-22,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,346473.0,Kartu Debit,Belanja Bulanan
637,2024-06-02,Tiket bioskop,Hiburan,Pengeluaran,48759.0,Kartu Kredit,Hiburan
638,2026-05-10,Netflix,Pembayaran Langganan,Pengeluaran,24756.0,E-Wallet,Pembayaran Langganan
639,2025-12-15,Transfer teman,Transfer Teman/Keluarga,Pemasukan,187016.0,Transfer Bank,Transfer Teman/Keluarga
640,2026-03-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,138555.0,E-Wallet,Transfer Teman/Keluarga
641,2025-04-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,144499.0,E-Wallet,Transfer Teman/Keluarga
642,2025-07-07,Transfer teman,Transfer Teman/Keluarga,Pemasukan,241449.0,Kartu Debit,Transfer Teman/Keluarga
643,2025-01-25,Bayar kos,Tempat Tinggal,Pengeluaran,831049.0,Tunai,Tempat Tinggal
644,2025-08-29,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,125938.0,E-Wallet,Transfer Teman/Keluarga
645,2025-03-19,Pulsa prabayar,Pulsa & Internet,Pengeluaran,99167.0,Kartu Kredit,Pulsa & Internet
646,2024-06-02,Tiket bioskop,Hiburan,Pengeluaran,31486.0,Transfer Bank,Hiburan
647,2026-02-06,Gaji bulanan,Gaji,Pemasukan,6080645.0,E-Wallet,Gaji
648,2026-01-26,Gaji bulanan,Gaji,Pemasukan,6320898.0,E-Wallet,Gaji
649,2025-06-18,Gaji bulanan,Gaji,Pemasukan,6028124.0,Transfer Bank,Gaji
650,2026-04-22,Makanan & Minuman,Makanan & Minuman,Pengeluaran,154261.0,Transfer Bank,Makanan & Minuman
651,2024-11-15,Taksi,Transportasi,Pengeluaran,23763.0,Tunai,Transportasi
652,2025-12-23,Bensin,Transportasi,Pengeluaran,80926.0,Kartu Debit,Transportasi
653,2025-12-17,Pakaian baru,Belanja Bulanan,Pengeluaran,336315.0,Transfer Bank,Belanja Bulanan
654,2025-07-23,Pulsa prabayar,Pulsa & Internet,Pengeluaran,121652.0,Kartu Debit,Pulsa & Internet
655,2025-05-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,162180.0,E-Wallet,Transfer Teman/Keluarga
656,2025-02-09,Service AC kos,Tempat Tinggal,Pengeluaran,50999.0,Tunai,Tempat Tinggal
657,2025-12-04,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,278550.0,Transfer Bank,Transfer Teman/Keluarga
658,2024-10-09,Beli makan siang,Makanan & Minuman,Pengeluaran,43915.0,Kartu Debit,Makanan & Minuman
659,2025-11-16,Transfer Teman/Keluarga,Transfer Teman/Keluarga,Pemasukan,68931.0,Kartu Debit,Transfer Teman/Keluarga
660,2026-02-08,Bayar kos,Tempat Tinggal,Pengeluaran,959785.0,Transfer Bank,Tempat Tinggal
661,2026-05-25,Bonus,Gaji,Pemasukan,1139689.0,Kartu Debit,Gaji
662,2025-12-02,Service AC kos,Tempat Tinggal,Pengeluaran,51548.0,Transfer Bank,Tempat Tinggal
663,2024-09-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,149140.0,Transfer Bank,Transfer Teman/Keluarga
664,2025-02-04,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,346597.0,Tunai,Belanja Bulanan
665,2024-06-15,Bonus,Gaji,Pemasukan,2478529.0,Transfer Bank,Gaji
666,2025-01-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,211658.0,E-Wallet,Transfer Teman/Keluarga
667,2025-08-30,Tagihan internet,Pulsa & Internet,Pengeluaran,109821.0,Kartu Debit,Pulsa & Internet
668,2025-04-07,Transfer teman,Transfer Teman/Keluarga,Pemasukan,124907.0,Kartu Debit,Transfer Teman/Keluarga
669,2024-11-13,Netflix,Pembayaran Langganan,Pengeluaran,25491.0,E-Wallet,Pembayaran Langganan
670,2025-03-14,Gaji bulanan,Gaji,Pemasukan,6208677.0,E-Wallet,Gaji
671,2026-05-10,Kopi,Makanan & Minuman,Pengeluaran,21091.0,Kartu Kredit,Makanan & Minuman
672,2024-12-09,Pulsa prabayar,Pulsa & Internet,Pengeluaran,63484.0,Kartu Kredit,Pulsa & Internet
673,2026-03-26,Service AC kos,Tempat Tinggal,Pengeluaran,51911.0,Tunai,Tempat Tinggal
674,2025-08-31,Tagihan internet,Pulsa & Internet,Pengeluaran,104733.0,E-Wallet,Pulsa & Internet
675,2026-01-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,284199.0,Transfer Bank,Transfer Teman/Keluarga
676,2025-02-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,266884.0,E-Wallet,Transfer Teman/Keluarga
677,2026-02-13,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,241855.0,Kartu Debit,Transfer Teman/Keluarga
678,2026-05-05,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,129462.0,Transfer Bank,Transfer Teman/Keluarga
679,2024-09-11,Ojek online,Transportasi,Pengeluaran,15829.0,Kartu Debit,Transportasi
680,2025-02-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,84180.0,E-Wallet,Transfer Teman/Keluarga
681,2025-11-02,Bonus,Gaji,Pemasukan,1636844.0,Transfer Bank,Gaji
682,2026-03-22,Pakaian baru,Belanja Bulanan,Pengeluaran,494189.0,E-Wallet,Belanja Bulanan
683,2026-02-10,Gaji bulanan,Gaji,Pemasukan,6159902.0,E-Wallet,Gaji
684,2024-06-28,Bonus,Gaji,Pemasukan,1490499.0,Transfer Bank,Gaji
685,2024-11-08,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,281322.0,Transfer Bank,Transfer Teman/Keluarga
686,2026-03-27,Bonus,Gaji,Pemasukan,1908649.0,Kartu Debit,Gaji
687,2024-12-25,Paket data,Pulsa & Internet,Pengeluaran,56173.0,Kartu Debit,Pulsa & Internet
688,2024-10-23,Tempat Tinggal,Tempat Tinggal,Pengeluaran,50942.0,Tunai,Tempat Tinggal
689,2024-06-23,Gaji bulanan,Gaji,Pemasukan,6233362.0,Kartu Debit,Gaji
690,2024-08-01,Gaji bulanan,Gaji,Pemasukan,6461765.0,Transfer Bank,Gaji
691,2025-08-06,Gaji bulanan,Gaji,Pemasukan,6444333.0,Transfer Bank,Gaji
692,2025-06-29,Pakaian baru,Belanja Bulanan,Pengeluaran,272361.0,Tunai,Belanja Bulanan
693,2025-03-05,Tiket KRL,Transportasi,Pengeluaran,41259.0,E-Wallet,Transportasi
694,2024-11-11,Bonus,Gaji,Pemasukan,2189184.0,Transfer Bank,Gaji
695,2024-11-19,Gaji bulanan,Gaji,Pemasukan,6393188.0,Kartu Debit,Gaji
696,2025-09-20,Kopi,Makanan & Minuman,Pengeluaran,44283.0,Tunai,Makanan & Minuman
697,2025-09-12,Bonus,Gaji,Pemasukan,1734588.0,Kartu Debit,Gaji
698,2025-05-07,Gaji bulanan,Gaji,Pemasukan,6102591.0,E-Wallet,Gaji
699,2025-08-06,Bonus,Gaji,Pemasukan,2622862.0,E-Wallet,Gaji
700,2025-03-11,Makan malam restoran,Makanan & Minuman,Pengeluaran,451055.0,Kartu Kredit,Makanan & Minuman
701,2026-05-26,Bayar kos,Tempat Tinggal,Pengeluaran,850299.0,Transfer Bank,Tempat Tinggal
702,2025-01-12,Transfer teman,Transfer Teman/Keluarga,Pemasukan,138420.0,Kartu Debit,Transfer Teman/Keluarga
703,2025-04-09,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,249762.0,E-Wallet,Belanja Bulanan
704,2025-12-14,Paket data,Pulsa & Internet,Pengeluaran,117633.0,Kartu Kredit,Pulsa & Internet
705,2024-11-25,Tagihan internet,Pulsa & Internet,Pengeluaran,97101.0,Transfer Bank,Pulsa & Internet
706,2024-12-30,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50582.0,E-Wallet,Tempat Tinggal
707,2026-05-11,Bensin,Transportasi,Pengeluaran,29504.0,Tunai,Transportasi
708,2026-01-01,Langganan streaming,Hiburan,Pengeluaran,48898.0,E-Wallet,Hiburan
709,2025-08-12,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,69952.0,Transfer Bank,Transfer Teman/Keluarga
710,2026-03-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,147508.0,E-Wallet,Transfer Teman/Keluarga
711,2024-11-13,Gaji bulanan,Gaji,Pemasukan,6158065.0,E-Wallet,Gaji
712,2025-04-25,Ojek online,Transportasi,Pengeluaran,76152.0,E-Wallet,Transportasi
713,2024-09-29,Transfer teman,Transfer Teman/Keluarga,Pemasukan,173807.0,Kartu Debit,Transfer Teman/Keluarga
714,2025-03-24,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,204347.0,E-Wallet,Belanja Bulanan
715,2026-05-14,Pakaian baru,Belanja Bulanan,Pengeluaran,483442.0,Tunai,Belanja Bulanan
716,2025-07-22,Bonus,Gaji,Pemasukan,1408240.0,Transfer Bank,Gaji
717,2025-10-24,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,253896.0,E-Wallet,Transfer Teman/Keluarga
718,2026-01-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,100572.0,Transfer Bank,Transfer Teman/Keluarga
719,2025-03-28,Gaji bulanan,Gaji,Pemasukan,6422946.0,Transfer Bank,Gaji
720,2024-08-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,113365.0,Kartu Debit,Transfer Teman/Keluarga
721,2024-09-15,Transfer teman,Transfer Teman/Keluarga,Pemasukan,274937.0,Kartu Debit,Transfer Teman/Keluarga
722,2025-05-30,Tiket bioskop,Hiburan,Pengeluaran,38906.0,Kartu Debit,Hiburan
723,2025-11-13,Langganan streaming,Hiburan,Pengeluaran,44420.0,E-Wallet,Hiburan
724,2024-11-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,293728.0,Transfer Bank,Transfer Teman/Keluarga
725,2025-09-29,Transfer teman,Transfer Teman/Keluarga,Pemasukan,297931.0,Kartu Debit,Transfer Teman/Keluarga
726,2026-04-06,Gym membership,Pembayaran Langganan,Pengeluaran,200448.0,Kartu Debit,Pembayaran Langganan
727,2025-04-17,Tagihan internet,Pulsa & Internet,Pengeluaran,112671.0,Kartu Kredit,Pulsa & Internet
728,2025-05-27,Bonus,Gaji,Pemasukan,1036818.0,E-Wallet,Gaji
729,2024-08-11,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,128708.0,Transfer Bank,Transfer Teman/Keluarga
730,2026-05-20,Belanja dapur,Makanan & Minuman,Pengeluaran,282750.0,Tunai,Makanan & Minuman
731,2025-03-14,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,232907.0,E-Wallet,Transfer Teman/Keluarga
732,2025-01-27,Transfer teman,Transfer Teman/Keluarga,Pemasukan,55842.0,E-Wallet,Transfer Teman/Keluarga
733,2026-01-21,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,439294.0,Kartu Kredit,Belanja Bulanan
734,2026-01-15,Pulsa prabayar,Pulsa & Internet,Pengeluaran,104118.0,Kartu Debit,Pulsa & Internet
735,2026-01-01,Transfer teman,Transfer Teman/Keluarga,Pemasukan,51514.0,E-Wallet,Transfer Teman/Keluarga
3508,2024-12-12,Bonus,Gaji,Pemasukan,1280147.0,Transfer Bank,Gaji
737,2024-11-03,Netflix,Pembayaran Langganan,Pengeluaran,22502.0,E-Wallet,Pembayaran Langganan
738,2025-09-03,Bonus,Gaji,Pemasukan,2701278.0,E-Wallet,Gaji
739,2025-01-18,Transfer teman,Transfer Teman/Keluarga,Pemasukan,227734.0,Transfer Bank,Transfer Teman/Keluarga
740,2025-05-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,204265.0,Kartu Debit,Transfer Teman/Keluarga
741,2025-05-12,Makan malam restoran,Makanan & Minuman,Pengeluaran,450248.0,Kartu Kredit,Makanan & Minuman
742,2025-03-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,104448.0,Kartu Debit,Transfer Teman/Keluarga
743,2024-12-16,Netflix,Pembayaran Langganan,Pengeluaran,29885.0,Kartu Debit,Pembayaran Langganan
744,2024-06-29,Service AC kos,Tempat Tinggal,Pengeluaran,51433.0,Transfer Bank,Tempat Tinggal
745,2024-11-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,174684.0,Kartu Debit,Transfer Teman/Keluarga
746,2026-03-05,Paket data,Pulsa & Internet,Pengeluaran,93653.0,Kartu Kredit,Pulsa & Internet
747,2025-12-19,Service AC kos,Tempat Tinggal,Pengeluaran,50848.0,E-Wallet,Tempat Tinggal
748,2025-02-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,268604.0,E-Wallet,Transfer Teman/Keluarga
749,2026-03-06,Gaji bulanan,Gaji,Pemasukan,6257819.0,Transfer Bank,Gaji
750,2024-07-11,Paket data,Pulsa & Internet,Pengeluaran,121722.0,Lainnya,Pulsa & Internet
751,2024-07-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,234850.0,Transfer Bank,Transfer Teman/Keluarga
752,2025-07-15,Gaji bulanan,Gaji,Pemasukan,6484876.0,E-Wallet,Gaji
753,2024-11-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,187207.0,E-Wallet,Transfer Teman/Keluarga
754,2024-12-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,66658.0,Kartu Debit,Transfer Teman/Keluarga
755,2025-11-09,Netflix,Pembayaran Langganan,Pengeluaran,25566.0,Kartu Kredit,Pembayaran Langganan
756,2024-08-30,Bonus,Gaji,Pemasukan,2634025.0,E-Wallet,Gaji
757,2026-01-16,Bonus,Gaji,Pemasukan,1341360.0,E-Wallet,Gaji
758,2025-07-17,Langganan streaming,Hiburan,Pengeluaran,30490.0,Kartu Kredit,Hiburan
759,2024-05-28,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,266531.0,Transfer Bank,Transfer Teman/Keluarga
760,2025-06-14,Transfer teman,Transfer Teman/Keluarga,Pemasukan,71314.0,Kartu Debit,Transfer Teman/Keluarga
761,2025-12-06,Service AC kos,Tempat Tinggal,Pengeluaran,50293.0,E-Wallet,Tempat Tinggal
762,2025-10-19,Gaji bulanan,Gaji,Pemasukan,6208572.0,Kartu Debit,Gaji
763,2026-02-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,256222.0,Transfer Bank,Transfer Teman/Keluarga
764,2026-02-21,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,77830.0,Transfer Bank,Transfer Teman/Keluarga
765,2024-08-07,Spotify Premium,Pembayaran Langganan,Pengeluaran,20871.0,E-Wallet,Pembayaran Langganan
