transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
957.0,2025-07-01,Beli makan siang,Transportasi,Pengeluaran,99793.0,Transfer Bank
958.0,2025-06-12,Tagihan internet,Pulsa & Internet,Pengeluaran,61386.0,E-Wallet
959.0,,Netflix,Pembayaran Langganan,Pengeluaran,23343.0,E-Wallet
960.0,2025-10-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,197032.0,Transfer Bank
961.0,2024-11-24,Bensin,Transportasi,Pengeluaran,95521.0,E-Wallet
962.0,2026-02-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,247236.0,Kartu Debit
963.0,2025-05-14,Taksi,Transportasi,Pengeluaran,13790.0,Tunai
964.0,2025-04-11,Bonus,Gaji,Pemasukan,2630741.0,Transfer Bank
965.0,2026-03-12,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50740.0,Tunai
966.0,2025-09-08,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51057.0,Transfer Bank
967.0,2025-02-05,Gaji bulanan,Gaji,Pemasukan,6389336.0,Transfer Bank
968.0,2024-09-19,Liburan,Hiburan,Pengeluaran,410063.0,Transfer Bank
969.0,2025-08-17,Spotify Premium,Pembayaran Langganan,Pengeluaran,22594.0,Kartu Kredit
970.0,2024-06-04,Pakaian baru,Belanja Bulanan,Pengeluaran,223579.0,Kartu Kredit
971.0,2025-11-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,212847.0,Kartu Debit
972.0,2026-01-06,Transfer teman,Transfer Teman/Keluarga,Pemasukan,259649.0,Kartu Debit
973.0,2025-08-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,204655.0,Transfer Bank
974.0,2025-07-05,Bayar kos,Tempat Tinggal,Pengeluaran,973251.0,Tunai
975.0,2026-02-05,Bonus,Gaji,Pemasukan,1829067.0,E-Wallet
976.0,2024-08-11,Kopi,Makanan & Minuman,Pengeluaran,30227.0,Transfer Bank
977.0,2025-03-18,Gaji bulanan,Gaji,Pemasukan,6091154.0,Kartu Debit
978.0,2024-12-30,Ojek online,,Pengeluaran,95267.0,E-Wallet
979.0,2026-04-24,Transfer teman,Transfer Teman/Keluarga,Pemasukan,244087.0,Kartu Debit
980.0,2025-08-29,Ojek online,Transportasi,Pengeluaran,67364.0,Kartu Debit
981.0,2024-07-09,Belanja dapur,Makanan & Minuman,Pengeluaran,418195.0,Kartu Debit
982.0,2025-06-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,100744.0,
983.0,2026-04-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,195077.0,Transfer Bank
984.0,2025-01-09,Spotify Premium,Pembayaran Langganan,Pengeluaran,25242.0,E-Wallet
985.0,2024-08-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,286933.0,E-Wallet
986.0,2025-01-25,Gaji bulanan,Gaji,Pemasukan,6325348.0,Transfer Bank
987.0,,Tagihan internet,Pulsa & Internet,Pengeluaran,73901.0,E-Wallet
988.0,2025-12-09,Belanja dapur,Makanan & Minuman,Pengeluaran,296432.0,Kartu Debit
989.0,2025-11-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,235714.0,Kartu Debit
990.0,2025-07-06,Gaji bulanan,Gaji,Pemasukan,6232947.0,Kartu Debit
991.0,2026-05-23,Transfer teman,Transfer Teman/Keluarga,Pemasukan,277522.0,Kartu Debit
992.0,2025-09-21,Transfer teman,Transfer Teman/Keluarga,Pemasukan,115452.0,Transfer Bank
993.0,2024-12-23,Transfer teman,Transfer Teman/Keluarga,,202406.0,Transfer Bank
994.0,2026-01-24,Bonus,Gaji,Pemasukan,2252264.0,Kartu Debit
995.0,2025-12-14,Paket data,Pulsa & Internet,Pengeluaran,123051.0,E-Wallet
996.0,2024-07-24,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,154115.0,Transfer Bank
997.0,2024-10-27,Tiket bioskop,Hiburan,Pengeluaran,43489.0,Transfer Bank
998.0,2024-08-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,131631.0,Kartu Debit
999.0,2026-03-24,Bensin,Transportasi,Pengeluaran,39655.0,E-Wallet
1000.0,2025-11-19,Gym membership,Pembayaran Langganan,Pengeluaran,200802.0,Kartu Kredit
1001.0,2026-01-15,Beli makan siang,Makanan & Minuman,Pengeluaran,42876.0,Transfer Bank
1002.0,2025-11-04,Spotify Premium,Pembayaran Langganan,Pengeluaran,23141.0,Kartu Kredit
1003.0,2025-03-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,162956.0,Kartu Debit
1004.0,2025-10-20,Kopi,Makanan & Minuman,Pengeluaran,26452.0,Transfer Bank
1005.0,2025-05-18,Bonus,Gaji,Pemasukan,1860503.0,Kartu Debit
1006.0,2026-02-13,Gaji bulanan,Hiburan,Pemasukan,6247568.0,Kartu Debit
1007.0,2024-07-02,Bonus,Gaji,Pemasukan,2815261.0,Kartu Debit
1008.0,2024-08-01,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,323081.0,Tunai
1009.0,2024-06-03,Tiket KRL,Transportasi,Pengeluaran,57482.0,Tunai
1010.0,2025-02-16,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,59837.0,E-Wallet
1011.0,2025-10-22,Liburan,Hiburan,Pengeluaran,375289.0,Kartu Debit
1012.0,2025-05-04,Cloud storage,Pembayaran Langganan,Pengeluaran,51256.0,Kartu Kredit
1013.0,2025-09-06,Gaji bulanan,Gaji,Pemasukan,6374015.0,Transfer Bank
1014.0,2024-11-19,Netflix,Pembayaran Langganan,Pengeluaran,27399.0,Kartu Kredit
1015.0,2026-04-21,Bonus,Gaji,Pemasukan,2497484.0,E-Wallet
1016.0,2025-01-26,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,225572.0,Transfer Bank
1017.0,2024-08-02,Jajan,Makanan & Minuman,Pengeluaran,68591.0,Tunai
1018.0,2025-06-14,Tagihan internet,Pulsa & Internet,Pengeluaran,114460.0,Kartu Kredit
1019.0,2025-03-11,Bayar kos,Tempat Tinggal,Pengeluaran,946853.0,Transfer Bank
1020.0,2026-03-28,Bonus,Gaji,Pemasukan,2820914.0,Transfer Bank
1021.0,2025-02-19,Transfer teman,Transfer Teman/Keluarga,Pemasukan,164024.0,Kartu Debit
1022.0,2024-10-16,Transfer teman,Transfer Teman/Keluarga,Pemasukan,128912.0,Kartu Debit
1023.0,2024-11-08,Gaji bulanan,Gaji,Pemasukan,6372136.0,Kartu Debit
1024.0,2025-12-03,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,228247.0,E-Wallet
1025.0,2026-02-10,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,111099.0,Kartu Debit
1026.0,2024-11-18,Tagihan internet,Pulsa & Internet,Pengeluaran,69956.0,Transfer Bank
1027.0,2025-03-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,241154.0,E-Wallet
1028.0,2025-07-03,,Hiburan,Pengeluaran,44204.0,E-Wallet
1029.0,2025-09-06,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51777.0,Tunai
1030.0,2026-04-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,135453.0,E-Wallet
1031.0,2024-06-26,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,94367.0,Kartu Debit
1032.0,2025-03-17,Bonus,Gaji,Pemasukan,2455957.0,Transfer Bank
1033.0,2024-07-18,Tagihan internet,Pulsa & Internet,Pengeluaran,85783.0,Kartu Debit
1034.0,2025-11-03,Transfer teman,Transfer Teman/Keluarga,Pemasukan,235623.0,Kartu Debit
1035.0,2024-06-19,Bonus,Gaji,Pemasukan,1392699.0,Transfer Bank
1036.0,2026-01-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,218255.0,Kartu Debit
1037.0,2024-08-18,Transfer teman,Transfer Teman/Keluarga,Pemasukan,247659.0,Transfer Bank
1038.0,2024-10-22,Transfer teman,Transfer Teman/Keluarga,,269210.0,Transfer Bank
1039.0,2025-05-21,Liburan,Hiburan,Pengeluaran,312142.0,Kartu Kredit
1040.0,2025-10-25,Pulsa prabayar,Pulsa & Internet,Pengeluaran,97856.0,Kartu Debit
1041.0,2026-02-14,Tagihan internet,Pulsa & Internet,Pengeluaran,70067.0,E-Wallet
1042.0,2024-10-23,Bonus,Gaji,Pemasukan,2382159.0,E-Wallet
1043.0,2025-03-25,Gaji bulanan,Gaji,Pemasukan,6217356.0,Transfer Bank
1044.0,2024-07-20,Bonus,Gaji,Pemasukan,2558154.0,E-Wallet
1045.0,2026-01-22,Gym membership,Pembayaran Langganan,Pengeluaran,200659.0,Kartu Kredit
1046.0,2024-06-02,Gaji bulanan,Gaji,Pemasukan,6022192.0,E-Wallet
1047.0,2025-11-20,Transfer teman,Transfer Teman/Keluarga,Pemasukan,257867.0,Kartu Debit
1048.0,2025-09-17,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,256529.0,Kartu Debit
1049.0,2024-10-13,Transfer teman,Transfer Teman/Keluarga,Pemasukan,109697.0,Kartu Debit
1050.0,2025-02-01,Transfer teman,Transfer Teman/Keluarga,Pemasukan,167549.0,Transfer Bank
1051.0,2025-11-19,Ojek online,Transportasi,Pengeluaran,20008.0,Transfer Bank
1052.0,2025-03-30,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,93850.0,E-Wallet
1053.0,2024-06-18,Service AC kos,Tempat Tinggal,Pengeluaran,50827.0,Tunai
1054.0,2026-04-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,285757.0,Transfer Bank
1055.0,2024-12-01,Service AC kos,Tempat Tinggal,Pengeluaran,51153.0,E-Wallet
1056.0,2026-04-11,Gaji bulanan,Gaji,Pemasukan,6037248.0,Transfer Bank
1057.0,2024-12-04,Bonus,Pembayaran Langganan,Pemasukan,1076573.0,Transfer Bank
1058.0,2025-10-02,Gaji bulanan,Gaji,Pemasukan,6158184.0,Kartu Debit
,2024-06-22,Transfer teman,Transfer Teman/Keluarga,Pemasukan,267310.0,Kartu Debit
1060.0,2026-03-25,Bonus,Gaji,Pemasukan,2215043.0,Transfer Bank
1061.0,2024-10-07,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,251513.0,Transfer Bank
1062.0,2024-11-26,Iuran lingkungan,Tempat Tinggal,Pengeluaran,-51101.0,E-Wallet
1063.0,2024-10-16,Gaji bulanan,Gaji,Pemasukan,6306173.0,Kartu Debit
1064.0,2025-06-19,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,97514.0,Kartu Debit
1065.0,2026-01-25,Liburan,Hiburan,Pengeluaran,388689.0,Kartu Debit
1066.0,2025-09-06,,Gaji,Pemasukan,6118817.0,Kartu Debit
1067.0,2024-11-08,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,238391.0,Transfer Bank
1068.0,2025-06-10,Jajan,Makanan & Minuman,Pengeluaran,56836.0,Tunai
1069.0,2025-09-04,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50384.0,Kartu Debit
1070.0,2025-10-14,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,128577.0,Kartu Debit
1071.0,2024-09-13,Pulsa prabayar,Pulsa & Internet,Pengeluaran,138851.0,Kartu Debit
1072.0,2025-06-11,Bonus,Gaji,Pemasukan,1829902.0,E-Wallet
1073.0,2024-09-18,Transfer teman,Transfer Teman/Keluarga,Pemasukan,262057.0,E-Wallet
1074.0,2025-05-17,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,57195.0,E-Wallet
1075.0,2024-05-30,Bonus,Gaji,Pemasukan,1632348.0,Kartu Debit
1076.0,2025-07-04,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,,E-Wallet
1077.0,2026-03-28,Transfer teman,Transfer Teman/Keluarga,Pemasukan,191358.0,E-Wallet
1078.0,2025-01-19,Gaji bulanan,Gaji,Pemasukan,6179198.0,E-Wallet
1079.0,2026-02-09,Makan malam restoran,Makanan & Minuman,Pengeluaran,328748.0,Tunai
1080.0,2025-07-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,273195.0,Kartu Debit
1081.0,2025-03-25,Gaji bulanan,Gaji,Pemasukan,6168930.0,Kartu Debit
1082.0,2024-07-21,Kopi,Makanan & Minuman,Pengeluaran,66447.0,Kartu Debit
1083.0,2024-08-13,Transfer teman,Transfer Teman/Keluarga,Pemasukan,216040.0,E-Wallet
1084.0,2024-09-05,Transfer teman,Transfer Teman/Keluarga,Pemasukan,176011.0,Transfer Bank
1085.0,2025-03-08,Ojek online,Transportasi,Pengeluaran,68165.0,Kartu Debit
1086.0,2025-05-15,Taksi,Transportasi,Pengeluaran,55374.0,Kartu Debit
1087.0,2026-01-29,Service AC kos,Tempat Tinggal,Pengeluaran,51841.0,E-Wallet
1088.0,2026-04-04,Gaji bulanan,Gaji,Pemasukan,6484544.0,Kartu Debit
1089.0,2024-12-19,Gaji bulanan,Gaji,Pemasukan,6093185.0,Transfer Bank
1090.0,2024-06-15,Netflix,Pembayaran Langganan,Pengeluaran,21277.0,E-Wallet
1091.0,2024-08-13,Gaji bulanan,Gaji,Pemasukan,6027155.0,E-Wallet
1092.0,2026-04-21,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,110182.0,Transfer Bank
1093.0,2024-11-11,Makan malam restoran,Makanan & Minuman,Pengeluaran,607402.0,Kartu Kredit
1094.0,2024-12-02,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,237620.0,Transfer Bank
1095.0,2025-11-05,Bonus,Gaji,Pemasukan,2255659.0,Transfer Bank
1096.0,2024-11-20,Paket data,Pulsa & Internet,Pengeluaran,78359.0,Kartu Kredit
1097.0,2024-09-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,275260.0,Kartu Debit
1098.0,2025-03-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,244918.0,Kartu Debit
1099.0,2026-01-03,Bayar kos,Tempat Tinggal,Pengeluaran,812860.0,Tunai
1100.0,2025-11-06,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,89887.0,Transfer Bank
1101.0,2025-06-03,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,67924.0,Transfer Bank
1102.0,2025-08-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,76435.0,Kartu Debit
1103.0,2024-12-13,Pakaian baru,Belanja Bulanan,Pengeluaran,457345.0,Tunai
1104.0,2025-02-12,Bonus,Gaji,Pemasukan,2466837.0,Kartu Debit
1105.0,2024-07-24,Langganan streaming,Hiburan,Pengeluaran,44644.0,E-Wallet
1106.0,2025-05-31,Bonus,Gaji,Pemasukan,1792742.0,Kartu Debit
1107.0,2024-06-07,Gaji bulanan,Gaji,Pemasukan,6048296.0,E-Wallet
1108.0,2026-05-24,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,462624.0,Kartu Kredit
1109.0,2026-05-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,152421.0,Kartu Debit
1110.0,2026-03-08,Gaji bulanan,Gaji,Pemasukan,6272954.0,Kartu Debit
1111.0,2026-04-24,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,266633.0,E-Wallet
1112.0,2025-11-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,67628.0,E-Wallet
1113.0,2024-11-07,Gaji bulanan,Gaji,Pemasukan,6355374.0,Kartu Debit
1114.0,2025-02-27,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,173590.0,E-Wallet
1115.0,2025-01-31,Bonus,Gaji,Pemasukan,1964032.0,Kartu Debit
1116.0,2025-04-10,Netflix,Pembayaran Langganan,Pengeluaran,21710.0,Transfer Bank
1117.0,2026-01-07,Langganan streaming,Hiburan,Pengeluaran,44533.0,Kartu Debit
1118.0,2025-06-25,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,184446.0,Transfer Bank
1119.0,2025-08-10,Kopi,Makanan & Minuman,Pengeluaran,48616.0,Tunai
1120.0,2026-01-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,56926.0,E-Wallet
1121.0,2025-12-02,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,228495.0,E-Wallet
1122.0,2025-03-04,Gaji bulanan,Gaji,Pemasukan,6230416.0,E-Wallet
1123.0,2024-10-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,61178.0,Kartu Debit
1124.0,2026-04-13,Tagihan internet,Pulsa & Internet,Pengeluaran,123275.0,Kartu Debit
1125.0,2024-10-30,Service AC kos,Tempat Tinggal,Pengeluaran,51759.0,E-Wallet
1126.0,2025-04-01,Gaji bulanan,Gaji,Pemasukan,6241510.0,E-Wallet
1127.0,2024-09-24,Bensin,Transportasi,Pengeluaran,60326.0,Kartu Debit
1128.0,2025-06-08,Gaji bulanan,Gaji,Pemasukan,6166930.0,Transfer Bank
1129.0,2024-11-29,Tiket bioskop,Hiburan,Pengeluaran,49372.0,Transfer Bank
1130.0,2024-05-29,Belanja dapur,Makanan & Minuman,Pengeluaran,401422.0,Transfer Bank
1131.0,2025-09-08,Transfer teman,Transfer Teman/Keluarga,Pemasukan,109231.0,Kartu Debit
1132.0,2026-01-20,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,88777.0,E-Wallet
1133.0,2026-04-08,Bonus,Gaji,Pemasukan,1991852.0,Kartu Debit
1134.0,2024-07-27,Makan malam restoran,Makanan & Minuman,Pengeluaran,616127.0,Transfer Bank
1135.0,2025-08-12,Makan malam restoran,Makanan & Minuman,Pengeluaran,254012.0,Tunai
1136.0,2025-02-04,Gaji bulanan,Gaji,Pemasukan,6132049.0,Kartu Debit
1137.0,2025-05-10,Bayar kos,Tempat Tinggal,Pengeluaran,858781.0,Kartu Debit
1138.0,2024-11-14,Liburan,Hiburan,Pengeluaran,469892.0,Transfer Bank
1139.0,2025-05-21,Spotify Premium,Pembayaran Langganan,Pengeluaran,21503.0,Kartu Debit
1140.0,2025-10-05,Gaji bulanan,Gaji,Pemasukan,6174569.0,E-Wallet
1141.0,2025-05-25,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,447658.0,Transfer Bank
1142.0,2025-01-05,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,213168.0,E-Wallet
1143.0,2025-04-19,Pakaian baru,Belanja Bulanan,Pengeluaran,257711.0,Transfer Bank
1144.0,2024-09-24,Liburan,Hiburan,Pengeluaran,427347.0,Kartu Kredit
1145.0,2025-07-11,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,91587.0,Transfer Bank
1146.0,2025-09-15,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,86695.0,E-Wallet
1147.0,2026-04-15,Bonus,Gaji,Pemasukan,1170264.0,Kartu Debit
1148.0,2025-06-26,Bonus,Gaji,Pemasukan,1763269.0,Transfer Bank
1149.0,2026-04-14,Pulsa prabayar,Pulsa & Internet,Pengeluaran,66765.0,E-Wallet
1150.0,2025-08-15,Tagihan internet,Pulsa & Internet,Pengeluaran,124733.0,Transfer Bank
1151.0,2025-02-18,Beli makan siang,Makanan & Minuman,Pengeluaran,37717.0,Kartu Debit
1152.0,2024-10-28,Gaji bulanan,Gaji,Pemasukan,6265652.0,E-Wallet
1153.0,2024-09-03,Taksi,Transportasi,Pengeluaran,92993.0,Transfer Bank
1154.0,2025-03-01,Gaji bulanan,Gaji,Pemasukan,6358900.0,E-Wallet
1155.0,2026-05-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,101236.0,Transfer Bank
1156.0,2025-03-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,265576.0,E-Wallet
1157.0,2024-07-19,Kopi,Pembayaran Langganan,Pengeluaran,33318.0,Kartu Kredit
1158.0,2026-03-25,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51979.0,Transfer Bank
1159.0,2025-12-31,Perlengkapan rumah,Belanja Bulanan,Pengeluaran,417939.0,E-Wallet
1160.0,2025-11-28,Pakaian baru,Belanja Bulanan,Pengeluaran,357474.0,Tunai
1161.0,2025-12-02,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,75857.0,Kartu Debit
1162.0,2025-05-20,Tagihan internet,Pulsa & Internet,Pengeluaran,128885.0,Transfer Bank
1163.0,2024-08-18,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,215444.0,E-Wallet
1164.0,2025-12-05,Spotify Premium,Pembayaran Langganan,Pengeluaran,29524.0,Kartu Debit
1165.0,2026-03-11,Gaji bulanan,Gaji,Pemasukan,6135953.0,E-Wallet
1166.0,2025-09-22,Konser,Hiburan,Pengeluaran,356713.0,E-Wallet
1167.0,2025-01-29,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,231029.0,Transfer Bank
1168.0,2025-07-23,Transfer teman,Transfer Teman/Keluarga,Pemasukan,57994.0,E-Wallet
1169.0,2025-05-07,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,212682.0,Kartu Debit
1170.0,2025-12-08,Iuran lingkungan,Tempat Tinggal,Pengeluaran,51713.0,Transfer Bank
1171.0,2026-03-01,Bonus,Pembayaran Langganan,Pemasukan,2061694.0,Kartu Debit
1172.0,2024-10-19,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50961.0,Tunai
1173.0,2025-05-12,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,273046.0,E-Wallet
1174.0,2025-12-02,Gaji bulanan,Gaji,Pemasukan,6050805.0,Transfer Bank
1175.0,2025-05-23,Service AC kos,Tempat Tinggal,Pengeluaran,50498.0,Tunai
1176.0,2024-06-01,Gaji bulanan,Gaji,Pemasukan,6341134.0,E-Wallet
1177.0,2024-12-05,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50392.0,Tunai
1178.0,2024-11-27,Taksi,Transportasi,Pengeluaran,27639.0,Tunai
1179.0,2025-11-02,Gym membership,Pembayaran Langganan,Pengeluaran,200772.0,Kartu Debit
1180.0,2024-05-28,Tagihan internet,Pulsa & Internet,Pengeluaran,114530.0,E-Wallet
1181.0,2024-12-20,Kirim uang keluarga,Transfer Teman/Keluarga,,193885.0,E-Wallet
1182.0,2026-01-17,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,297050.0,E-Wallet
1183.0,2024-12-24,Pakaian baru,Belanja Bulanan,,443445.0,Transfer Bank
1184.0,2025-01-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,,Kartu Debit
1185.0,2025-08-12,Pulsa prabayar,Pulsa & Internet,Pengeluaran,81296.0,E-Wallet
1186.0,2024-08-16,Bayar kos,Tempat Tinggal,Pengeluaran,961735.0,Kartu Debit
1187.0,2025-10-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,139042.0,Transfer Bank
1188.0,2025-01-26,Gaji bulanan,Gaji,Pemasukan,6313862.0,Kartu Debit
1189.0,2024-06-22,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,171552.0,Kartu Debit
1190.0,2026-03-15,Bayar kos,Gaji,Pengeluaran,986605.0,Kartu Debit
1191.0,2026-03-07,Beli makan siang,Makanan & Minuman,Pengeluaran,86605.0,Tunai
1192.0,2024-09-29,Transfer teman,Transfer Teman/Keluarga,Pemasukan,212074.0,Kartu Debit
1193.0,2025-06-23,Pakaian baru,Belanja Bulanan,Pengeluaran,488494.0,Tunai
1194.0,2025-05-19,Paket data,Pulsa & Internet,Pengeluaran,117500.0,E-Wallet
1195.0,2026-04-28,Transfer teman,Transfer Teman/Keluarga,Pemasukan,282642.0,E-Wallet
1196.0,2024-06-19,Netflix,Pembayaran Langganan,Pengeluaran,22706.0,Kartu Kredit
1197.0,2024-12-04,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50761.0,Kartu Debit
1198.0,2026-02-03,Beli makan siang,Makanan & Minuman,Pengeluaran,186673.0,Kartu Debit
1199.0,2024-07-18,Bonus,Gaji,Pemasukan,2736875.0,Kartu Debit
1200.0,2025-06-09,Kirim uang keluarga,Transfer Teman/Keluarga,Pengeluaran,63712.0,E-Wallet
1201.0,2025-09-19,Belanja dapur,Makanan & Minuman,Pengeluaran,315320.0,Kartu Debit
1202.0,2026-05-05,Gym membership,Pembayaran Langganan,Pengeluaran,200130.0,Kartu Kredit
1203.0,2024-07-21,Bonus,Gaji,Pemasukan,2133560.0,Kartu Debit
1204.0,2025-03-05,Bonus,Gaji,Pemasukan,2795619.0,Kartu Debit
1205.0,2026-01-29,Gaji bulanan,Hiburan,Pemasukan,6328443.0,Transfer Bank
1206.0,2025-04-26,Transfer teman,Transfer Teman/Keluarga,Pemasukan,95667.0,Transfer Bank
1207.0,2025-02-10,Transfer teman,Transfer Teman/Keluarga,Pemasukan,235231.0,E-Wallet
1208.0,2025-06-02,Gaji bulanan,Gaji,Pemasukan,6184946.0,Kartu Debit
1209.0,2024-08-10,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50114.0,E-Wallet
1210.0,2025-11-23,Iuran lingkungan,Tempat Tinggal,Pengeluaran,50077.0,E-Wallet
1211.0,2024-11-20,Bonus,Gaji,Pemasukan,2849710.0,Kartu Debit
1212.0,2025-05-04,Kopi,Makanan & Minuman,Pengeluaran,35776.0,Tunai
1213.0,2026-04-21,Transfer teman,Transfer Teman/Keluarga,Pemasukan,282461.0,Transfer Bank
1214.0,2025-07-15,Gaji bulanan,Gaji,Pemasukan,6313007.0,E-Wallet
1215.0,2026-02-27,Tiket bioskop,Hiburan,Pengeluaran,39509.0,Transfer Bank
1216.0,2025-08-15,Transfer teman,Transfer Teman/Keluarga,Pengeluaran,148451.0,Transfer Bank
1217.0,2025-04-28,Beli makan siang,Makanan & Minuman,Pengeluaran,196663.0,Kartu Debit
1218.0,2024-12-23,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,90048.0,Transfer Bank
1219.0,2024-07-28,Bonus,Gaji,Pemasukan,1114840.0,E-Wallet
1220.0,2025-11-19,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,99558.0,Transfer Bank
1221.0,2024-09-05,Makan malam restoran,Makanan & Minuman,Pengeluaran,342491.0,E-Wallet
1222.0,2024-09-09,Transfer teman,Transfer Teman/Keluarga,Pemasukan,57906.0,E-Wallet
1223.0,2024-10-05,Bonus,Gaji,Pemasukan,2762738.0,Transfer Bank
1224.0,2025-10-05,Belanja dapur,Makanan & Minuman,Pengeluaran,536016.0,Transfer Bank
1225.0,2024-11-03,,Pulsa & Internet,Pengeluaran,133693.0,Transfer Bank
1226.0,2025-04-10,Gym membership,Pembayaran Langganan,Pengeluaran,200400.0,Kartu Debit
1227.0,2025-08-03,Bonus,Gaji,Pemasukan,2543158.0,Kartu Debit
1228.0,2025-01-09,Gaji bulanan,Gaji,Pemasukan,6411824.0,Kartu Debit
1229.0,2025-11-02,Transfer teman,Transfer Teman/Keluarga,Pemasukan,233955.0,Kartu Debit
1230.0,2024-07-17,Belanja kebutuhan pokok,Belanja Bulanan,Pengeluaran,223267.0,Kartu Kredit
1231.0,2026-03-29,Service AC kos,Tempat Tinggal,Pengeluaran,50523.0,Kartu Debit
1232.0,,Bonus,Gaji,Pemasukan,1289024.0,E-Wallet
1233.0,2025-08-16,Kirim uang keluarga,Transfer Teman/Keluarga,Pemasukan,86019.0,Transfer Bank
1234.0,2024-12-08,Taksi,Transportasi,Pengeluaran,94880.0,E-Wallet
1235.0,2026-05-07,Transfer teman,Transfer Teman/Keluarga,Pemasukan,292968.0,Transfer Bank
1236.0,2025-11-23,Bonus,Gaji,Pemasukan,1738892.0,Transfer Bank
1237.0,2025-01-21,Transfer teman,Transfer Teman/Keluarga,Pemasukan,155312.0,E-Wallet
