transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
670.0,2026-04-28,Tambahan modal operasional,Modal & Investasi,Pemasukan,8901968.0,Transfer Bank
671.0,2026-04-28,Pembayaran piutang pelanggan,Piutang,Pemasukan,6212560.0,Transfer Bank
672.0,2026-04-05,Cicilan pelanggan,Piutang,Pemasukan,456399.0,Payment Gateway
673.0,2026-04-29,Investasi investor,Modal & Investasi,Pemasukan,223498039.0,Transfer Bank
674.0,2026-04-18,Pembayaran piutang pelanggan,Piutang,Pemasukan,20363095.0,Payment Gateway
675.0,2026-04-29,Setoran modal pemilik,Modal & Investasi,Pemasukan,48638229.0,Transfer Bank
676.0,2026-04-15,Tambahan modal operasional,Utang & Cicilan,Pemasukan,13278952.0,Transfer Bank
677.0,2026-04-10,Pendapatan toko offline,Penjualan,Pemasukan,1276109.0,QRIS
678.0,2026-04-04,Sewa kendaraan,Transportasi & Logistik,Pengeluaran,1545717.0,Kartu Kredit
679.0,2026-04-05,PPh,Pajak & Perizinan,Pengeluaran,30300815.0,Transfer Bank
680.0,2026-04-29,Donasi perusahaan,Lain-lain,Pengeluaran,884570.0,E-Wallet
681.0,2026-04-12,Cetak brosur,Marketing & Promosi,Pengeluaran,2377347.0,E-Wallet
682.0,2026-04-29,Bensin operasional,Transportasi & Logistik,Pengeluaran,389162.0,E-Wallet
683.0,2026-04-10,Pembelian barang dagang,Pembelian Stok,Pengeluaran,1863182.0,Kartu Kredit
684.0,2026-04-21,Koreksi transaksi,Lain-lain,Pengeluaran,295449.0,Transfer Bank
685.0,2026-04-04,Donasi perusahaan,Lain-lain,Pengeluaran,3377619.0,Tunai
686.0,2026-04-13,Biaya admin bank,Biaya Bank,Pengeluaran,43795.0,Payment Gateway
687.0,2026-04-08,Konsultan pajak,Pajak & Perizinan,Pengeluaran,14723688.0,Transfer Bank
688.0,2026-04-21,Pembelian printer,Peralatan & Aset,Pengeluaran,10137675.0,Kartu Debit
689.0,2026-04-29,Hosting website,Software & Langganan,Pengeluaran,2456301.0,Kartu Kredit
690.0,2026-04-25,PPN,Pajak & Perizinan,Pengeluaran,13453036.0,Transfer Bank
691.0,2026-04-06,Gaji karyawan,Gaji & Karyawan,Pengeluaran,4417196.0,Transfer Bank
692.0,2026-04-24,ATK,Operasional Kantor,Pengeluaran,935913.0,Tunai
693.0,2026-04-16,Pelunasan kredit usaha,Utang & Cicilan,Pengeluaran,4235728.0,Transfer Bank
694.0,2026-04-12,CRM subscription,Software & Langganan,Pengeluaran,1571741.0,Kartu Kredit
695.0,2026-04-08,Pembelian furniture kantor,Peralatan & Aset,Pengeluaran,12933108.0,Kartu Kredit
696.0,2026-04-04,Sewa kantor,Operasional Kantor,Pengeluaran,7849978.0,Kartu Debit
697.0,2026-04-25,Langganan software akuntansi,Software & Langganan,Pengeluaran,1855265.0,E-Wallet
698.0,2026-04-12,Konsultan pajak,Pajak & Perizinan,Pengeluaran,7014295.0,Transfer Bank
,2026-04-28,Pembelian bahan baku,Pembelian Stok,Pengeluaran,14126767.0,Kartu Debit
700.0,2026-04-19,CRM subscription,Software & Langganan,Pengeluaran,207876.0,E-Wallet
701.0,2026-04-06,Parkir operasional,Transportasi & Logistik,Pengeluaran,111749.0,Kartu Kredit
702.0,2026-04-19,Reimbursement karyawan,Gaji & Karyawan,Pengeluaran,1404562.0,Transfer Bank
703.0,2026-04-08,Restock produk,Pembelian Stok,Pengeluaran,8205463.0,E-Wallet
704.0,2026-04-18,THR,Gaji & Karyawan,Pengeluaran,4138324.0,Transfer Bank
705.0,2026-04-12,Iklan online,Marketing & Promosi,Pengeluaran,16767554.0,E-Wallet
706.0,2026-04-29,Iklan online,Marketing & Promosi,Pengeluaran,5976154.0,Kartu Debit
707.0,2026-04-28,Biaya ekspedisi,Transportasi & Logistik,Pengeluaran,395798.0,Transfer Bank
708.0,2026-04-06,Hosting website,Software & Langganan,Pengeluaran,749522.0,Transfer Bank
709.0,2026-04-24,,Marketing & Promosi,Pengeluaran,11886091.0,E-Wallet
710.0,2026-04-05,Internet kantor,Operasional Kantor,Pengeluaran,1301910.0,Kartu Debit
711.0,2026-04-25,Koreksi transaksi,Lain-lain,Pengeluaran,59207.0,Transfer Bank
712.0,2026-04-24,Event marketing,Marketing & Promosi,Pengeluaran,13166553.0,E-Wallet
713.0,2026-04-21,Bunga pinjaman,Utang & Cicilan,Pengeluaran,4850472.0,Transfer Bank
714.0,2026-04-01,Pembelian perlengkapan produksi,Pembelian Stok,Pengeluaran,3433167.0,Transfer Bank
715.0,2026-04-02,Pembelian barang dagang,Pembelian Stok,Pengeluaran,3000938.0,E-Wallet
716.0,2026-04-18,Biaya tarik tunai,Biaya Bank,Pengeluaran,19624.0,Kartu Debit
717.0,2026-04-27,Domain website,Software & Langganan,Pengeluaran,1358980.0,Transfer Bank
718.0,2026-04-18,Internet kantor,Operasional Kantor,Pengeluaran,1222355.0,Kartu Kredit
719.0,2026-04-13,Restock produk,Pembelian Stok,Pengeluaran,6379368.0,Tunai
720.0,2026-04-28,Listrik kantor,Operasional Kantor,Pengeluaran,763583.0,Kartu Debit
721.0,2026-04-26,Pembelian bahan baku,Pembelian Stok,Pengeluaran,6988206.0,Transfer Bank
722.0,2026-04-06,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,352019.0,Transfer Bank
723.0,2026-04-17,Hosting website,Software & Langganan,Pengeluaran,2245526.0,E-Wallet
724.0,2026-04-27,Pembelian barang dagang,Pembelian Stok,Pengeluaran,12523060.0,Transfer Bank
725.0,2026-04-11,Cloud storage bisnis,Software & Langganan,Pengeluaran,1116623.0,E-Wallet
726.0,2026-04-14,Pembelian barang dagang,Pembelian Stok,Pengeluaran,6306687.0,Transfer Bank
727.0,2026-04-26,Pembelian bahan baku,Pembelian Stok,Pengeluaran,2473458.0,Kartu Debit
728.0,2026-04-17,Gaji karyawan,Gaji & Karyawan,Pengeluaran,8221374.0,Transfer Bank
729.0,2026-04-29,Diskon promosi,Marketing & Promosi,Pengeluaran,1566261.0,Transfer Bank
730.0,2026-04-12,Refund pelanggan,Lain-lain,Pengeluaran,3182702.0,Transfer Bank
731.0,2026-04-16,Pembelian mesin produksi,Peralatan & Aset,Pengeluaran,13470486.0,Kartu Debit
732.0,2026-05-21,Penjualan jasa,Penjualan,Pemasukan,4524581.0,Payment Gateway
733.0,2026-05-10,Cicilan pelanggan,Piutang,Pemasukan,3664441.0,Payment Gateway
734.0,2026-05-20,Investasi investor,Modal & Investasi,Pemasukan,201251805.0,Transfer Bank
735.0,2026-05-21,Pembayaran piutang pelanggan,Operasional Kantor,Pemasukan,29944571.0,Payment Gateway
736.0,2026-05-21,Cicilan pelanggan,Piutang,Pemasukan,451483.0,QRIS
737.0,2026-05-18,Pendapatan proyek,Penjualan,Pemasukan,11603308.0,Kartu Debit
738.0,2026-05-18,Pembayaran piutang pelanggan,Piutang,Pemasukan,13231777.0,Payment Gateway
739.0,2026-05-06,Bunga pinjaman,Utang & Cicilan,Pengeluaran,2490169.0,Transfer Bank
740.0,2026-05-08,Cicilan pinjaman usaha,Utang & Cicilan,Pengeluaran,13304066.0,Transfer Bank
741.0,2026-05-21,Pembelian printer,Peralatan & Aset,Pengeluaran,4871359.0,Kartu Kredit
742.0,2026-05-03,Cicilan pinjaman usaha,Utang & Cicilan,Pengeluaran,1262750.0,Transfer Bank
743.0,2026-05-08,Pembayaran utang supplier,Utang & Cicilan,Pengeluaran,22258421.0,Transfer Bank
744.0,2026-05-20,Domain website,Software & Langganan,Pengeluaran,435037.0,Kartu Kredit
745.0,2026-05-03,Restock produk,Pembelian Stok,Pengeluaran,23383322.0,E-Wallet
746.0,2026-05-22,Iklan online,Marketing & Promosi,Pengeluaran,15951257.0,Kartu Kredit
747.0,2026-05-26,Cloud storage bisnis,Software & Langganan,Pengeluaran,504190.0,Kartu Debit
748.0,2026-05-18,Domain website,Software & Langganan,Pengeluaran,1395801.0,Kartu Kredit
749.0,2026-05-14,Biaya transfer,Biaya Bank,Pengeluaran,47580.0,Payment Gateway
750.0,2026-05-21,Iklan online,Marketing & Promosi,Pengeluaran,14872823.0,Transfer Bank
751.0,2026-05-27,Sewa kendaraan,Transportasi & Logistik,Pengeluaran,364336.0,E-Wallet
752.0,2026-05-27,Bunga pinjaman,Utang & Cicilan,Pengeluaran,4998329.0,Transfer Bank
753.0,2026-05-14,Sewa kantor,Operasional Kantor,Pengeluaran,14380332.0,Kartu Kredit
754.0,2026-05-26,Iklan online,Marketing & Promosi,Pengeluaran,4301004.0,E-Wallet
755.0,2026-05-11,Biaya payment gateway,Biaya Bank,Pengeluaran,927386.0,Transfer Bank
756.0,2026-05-15,Restock produk,Pembelian Stok,Pengeluaran,29586081.0,Kartu Kredit
757.0,2026-05-18,Biaya transfer,Biaya Bank,Pengeluaran,9360.0,E-Wallet
758.0,2026-05-13,Biaya transfer,Biaya Bank,Pengeluaran,29227.0,QRIS
759.0,2026-05-17,Kurir,Transportasi & Logistik,Pengeluaran,-988784.0,Tunai
760.0,2026-05-15,Parkir operasional,Transportasi & Logistik,Pengeluaran,226626.0,E-Wallet
761.0,2026-05-19,Gaji karyawan,Gaji & Karyawan,Pengeluaran,12865139.0,Transfer Bank
762.0,2026-05-05,Administrasi legal,Pajak & Perizinan,Pengeluaran,1270635.0,Transfer Bank
763.0,2026-05-09,Donasi perusahaan,Lain-lain,Pengeluaran,4927157.0,Tunai
764.0,2026-05-20,Langganan software akuntansi,Software & Langganan,Pengeluaran,1857424.0,Kartu Kredit
765.0,2026-05-02,Listrik kantor,Operasional Kantor,Pengeluaran,509953.0,Kartu Debit
766.0,2026-05-24,CRM subscription,Software & Langganan,Pengeluaran,596641.0,Kartu Kredit
767.0,2026-05-30,Iklan online,Marketing & Promosi,Pengeluaran,9302952.0,Transfer Bank
768.0,2026-05-15,Kebersihan kantor,Operasional Kantor,Pengeluaran,57655.0,Transfer Bank
769.0,2026-05-03,Biaya transfer,Biaya Bank,Pengeluaran,26702.0,Transfer Bank
,2026-05-18,Pembelian furniture kantor,Peralatan & Aset,Pengeluaran,7387849.0,Transfer Bank
771.0,2026-05-20,Biaya transfer,Biaya Bank,Pengeluaran,8023.0,Transfer Bank
772.0,2026-05-22,Koreksi transaksi,Lain-lain,Pengeluaran,330921.0,Transfer Bank
773.0,2026-05-14,Biaya transfer,Biaya Bank,Pengeluaran,22704.0,Transfer Bank
774.0,2026-05-08,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,370556.0,Transfer Bank
775.0,2026-05-05,Biaya izin usaha,Pajak & Perizinan,Pengeluaran,14967414.0,Transfer Bank
776.0,2026-05-11,Biaya transfer,Biaya Bank,Pengeluaran,15094.0,Transfer Bank
777.0,2026-05-01,Hosting website,Software & Langganan,Pengeluaran,1899250.0,Kartu Kredit
778.0,2024-08-12,CRM subscription,Software & Langganan,Pengeluaran,2870318.0,Kartu Debit
779.0,2026-04-13,Kebersihan kantor,Operasional Kantor,Pengeluaran,596800.0,Transfer Bank
780.0,2024-07-21,Biaya admin bank,Biaya Bank,Pengeluaran,18857.0,Transfer Bank
781.0,2026-03-23,Penjualan jasa,,Pemasukan,-7744531.0,Payment Gateway
,2025-02-27,Biaya tak terduga,Penjualan,Pengeluaran,7734278.0,E-Wallet
783.0,2026-01-21,Pendapatan toko offline,Penjualan,Pemasukan,2284933.0,Transfer Bank
784.0,2025-06-30,Pembayaran piutang pelanggan,Piutang,Pemasukan,-26230065.0,Transfer Bank
785.0,2025-05-11,Domain website,Software & Langganan,Pengeluaran,873422.0,E-Wallet
786.0,2024-07-26,,Piutang,Pemasukan,21917323.0,QRIS
787.0,2025-08-01,Cicilan pelanggan,Piutang,Pemasukan,2088824.0,QRIS
788.0,2024-12-24,Investasi investor,Modal & Investasi,Pemasukan,236574796.0,Transfer Bank
789.0,2025-03-01,Penjualan jasa,Penjualan,Pemasukan,19611564.0,QRIS
790.0,2026-01-18,Event marketing,Marketing & Promosi,Pengeluaran,10590823.0,Kartu Debit
791.0,2025-10-30,Setoran modal pemilik,Modal & Investasi,Pemasukan,31361772.0,Transfer Bank
792.0,2026-04-05,Tambahan modal operasional,Modal & Investasi,Pemasukan,5805840.0,Transfer Bank
793.0,2024-08-03,Penjualan jasa,Penjualan,Pemasukan,-16006899.0,Transfer Bank
794.0,2024-11-18,Penjualan produk,Penjualan,Pemasukan,1421872.0,E-Wallet
795.0,2026-05-23,Pembelian bahan baku,Pembelian Stok,Pengeluaran,19203658.0,E-Wallet
796.0,2025-02-15,Administrasi legal,Pajak & Perizinan,Pengeluaran,12868107.0,Transfer Bank
797.0,2024-09-04,CRM subscription,Software & Langganan,Pengeluaran,1481095.0,Kartu Debit
798.0,2025-06-23,Pelunasan invoice,Piutang,Pemasukan,29051877.0,QRIS
799.0,2026-01-19,Pembelian bahan baku,Pembelian Stok,Pengeluaran,7987051.0,Kartu Debit
800.0,2025-08-25,Cetak brosur,Marketing & Promosi,Pengeluaran,2523088.0,Kartu Debit
801.0,2025-08-25,Biaya tarik tunai,Biaya Bank,Pengeluaran,24690.0,QRIS
802.0,2025-04-14,Pendapatan toko offline,Penjualan,Pemasukan,1302218.0,E-Wallet
803.0,2024-11-26,Penjualan jasa,Penjualan,Pemasukan,22166360.0,Kartu Debit
804.0,2025-05-31,THR,Gaji & Karyawan,Pengeluaran,8622732.0,Transfer Bank
805.0,2025-09-25,Setoran modal pemilik,Modal & Investasi,Pemasukan,33529227.0,Transfer Bank
806.0,2025-05-14,Restock produk,Pembelian Stok,Pengeluaran,11960577.0,Kartu Debit
807.0,2025-07-07,Iklan online,Marketing & Promosi,Pengeluaran,12079671.0,Kartu Debit
808.0,,Biaya tak terduga,Lain-lain,Pengeluaran,9076361.0,E-Wallet
809.0,2026-01-04,Pelunasan kredit usaha,Utang & Cicilan,Pengeluaran,21694880.0,Transfer Bank
810.0,2024-09-16,Biaya payment gateway,Biaya Bank,Pengeluaran,212368.0,E-Wallet
811.0,2025-11-25,Tambahan modal operasional,Modal & Investasi,Pemasukan,19094387.0,Transfer Bank
812.0,2024-11-16,Penjualan jasa,Penjualan,Pemasukan,2063062.0,Kartu Debit
813.0,2025-11-14,Tambahan modal operasional,Modal & Investasi,Pemasukan,6289895.0,Transfer Bank
814.0,2024-10-02,Pendapatan proyek,Penjualan,Pemasukan,14798899.0,Payment Gateway
815.0,2025-12-04,Setoran modal pemilik,Modal & Investasi,Pemasukan,44044962.0,Transfer Bank
816.0,2025-01-16,Pendapatan marketplace,Penjualan,Pemasukan,1183727.0,Kartu Debit
817.0,2025-01-20,Cicilan pinjaman usaha,Utang & Cicilan,Pengeluaran,7010313.0,Transfer Bank
818.0,2026-05-06,Investasi investor,Modal & Investasi,Pemasukan,220849451.0,Transfer Bank
819.0,2025-08-13,Kurir,Transportasi & Logistik,Pengeluaran,1630337.0,Transfer Bank
820.0,2025-02-19,Biaya izin usaha,Pajak & Perizinan,Pengeluaran,5670939.0,Transfer Bank
821.0,2024-06-24,Investasi investor,Modal & Investasi,Pemasukan,55160900.0,Transfer Bank
822.0,2025-09-16,Sewa kantor,Operasional Kantor,,8660391.0,Transfer Bank
823.0,2026-01-05,Investasi investor,Modal & Investasi,Pemasukan,195159707.0,Transfer Bank
824.0,2026-02-06,Domain website,Software & Langganan,Pengeluaran,411878.0,E-Wallet
825.0,2024-12-14,Cetak brosur,Marketing & Promosi,Pengeluaran,3598774.0,Kartu Debit
826.0,2026-05-08,CRM subscription,Software & Langganan,Pengeluaran,2698686.0,Kartu Kredit
827.0,2024-11-12,Pembelian barang dagang,Pembelian Stok,Pengeluaran,9353747.0,Kartu Kredit
828.0,2025-06-03,Biaya endorsement,Marketing & Promosi,Pengeluaran,10628750.0,Kartu Debit
829.0,2025-07-31,Kebersihan kantor,Operasional Kantor,Pengeluaran,139429.0,Transfer Bank
830.0,2026-02-01,Parkir operasional,Transportasi & Logistik,Pengeluaran,735785.0,Tunai
831.0,2026-03-14,Biaya tarik tunai,Biaya Bank,Pengeluaran,11605.0,E-Wallet
832.0,2024-06-10,Cicilan pelanggan,Piutang,Pemasukan,303045.0,Payment Gateway
833.0,2024-10-08,THR,Gaji & Karyawan,Pengeluaran,6207512.0,Transfer Bank
834.0,2025-06-17,Pinjaman usaha,Modal & Investasi,Pemasukan,57858993.0,Transfer Bank
835.0,2024-06-11,Penjualan jasa,Pembelian Stok,Pemasukan,2042447.0,E-Wallet
836.0,2025-10-05,Donasi perusahaan,Lain-lain,Pengeluaran,9684937.0,Transfer Bank
837.0,2025-02-05,DP dari pelanggan,Piutang,Pemasukan,1774392.0,Payment Gateway
838.0,2025-01-17,Pendapatan grosir,Penjualan,Pemasukan,40334977.0,E-Wallet
839.0,2025-08-16,THR,Modal & Investasi,Pengeluaran,7391321.0,Transfer Bank
840.0,2026-04-08,Investasi investor,Pembelian Stok,Pemasukan,222264177.0,Transfer Bank
841.0,,Pelunasan invoice,Piutang,Pemasukan,18636844.0,Payment Gateway
842.0,2026-02-27,Pembelian perlengkapan produksi,Pembelian Stok,Pengeluaran,1387413.0,Transfer Bank
843.0,2024-08-10,Pendapatan proyek,Penjualan,Pemasukan,6551383.0,E-Wallet
844.0,2024-12-23,Pembayaran utang supplier,Utang & Cicilan,Pengeluaran,3587919.0,Transfer Bank
845.0,2025-07-13,Penjualan produk,Penjualan,Pemasukan,2031689.0,Transfer Bank
846.0,2025-01-02,Investasi investor,Modal & Investasi,Pemasukan,87746801.0,Transfer Bank
847.0,2025-06-11,Gaji karyawan,Gaji & Karyawan,Pengeluaran,11533669.0,Transfer Bank
848.0,2024-06-21,Pembelian printer,Peralatan & Aset,Pengeluaran,11424928.0,Transfer Bank
849.0,,Setoran modal pemilik,Modal & Investasi,Pemasukan,22014195.0,Transfer Bank
850.0,2025-01-15,Pinjaman usaha,Modal & Investasi,Pemasukan,64219448.0,Transfer Bank
851.0,2025-04-22,Penjualan jasa,Penjualan,Pemasukan,8809313.0,Transfer Bank
852.0,2026-02-26,Bayar pajak usaha,Pajak & Perizinan,Pengeluaran,40404496.0,
853.0,2025-09-25,Koreksi transaksi,Lain-lain,Pengeluaran,298446.0,Tunai
854.0,2025-12-31,Selisih kas,Lain-lain,Pengeluaran,329644.0,Tunai
855.0,2025-07-24,Pembelian mesin produksi,Peralatan & Aset,Pengeluaran,9291588.0,Transfer Bank
856.0,2024-10-24,Penjualan produk,Penjualan,Pemasukan,596103.0,Kartu Debit
857.0,2025-04-01,DP dari pelanggan,Piutang,Pemasukan,10326301.0,Transfer Bank
858.0,2025-10-02,Cicilan pelanggan,Piutang,Pemasukan,4661317.0,Transfer Bank
859.0,2026-02-21,Biaya MDR kartu,Biaya Bank,Pengeluaran,62913.0,Payment Gateway
860.0,2026-01-02,Pendapatan proyek,Transportasi & Logistik,Pemasukan,20792469.0,Kartu Debit
861.0,2026-01-10,Pembayaran piutang pelanggan,Piutang,Pemasukan,29124775.0,Payment Gateway
862.0,2024-12-10,Pembelian bahan baku,Pembelian Stok,Pengeluaran,14979438.0,Kartu Debit
863.0,2025-05-03,Pendapatan toko offline,Penjualan,Pemasukan,302861.0,QRIS
864.0,2026-03-07,Penjualan jasa,Penjualan,Pemasukan,20871978.0,Transfer Bank
865.0,2026-05-04,Pembelian laptop,Peralatan & Aset,Pengeluaran,31912304.0,Kartu Debit
866.0,2025-03-19,Pembelian barang dagang,Pembelian Stok,Pengeluaran,6484088.0,Tunai
867.0,2026-04-05,DP dari pelanggan,Piutang,Pemasukan,7950404.0,Transfer Bank
868.0,2024-12-01,Pembayaran utang supplier,Utang & Cicilan,Pengeluaran,18500606.0,Transfer Bank
869.0,2025-03-11,Pelunasan invoice,Piutang,Pemasukan,10423685.0,QRIS
870.0,2025-05-30,Koreksi transaksi,Lain-lain,Pengeluaran,498728.0,Tunai
871.0,2025-04-06,Ongkos kirim,Transportasi & Logistik,Pengeluaran,861502.0,Kartu Kredit
872.0,2025-10-18,Pelunasan invoice,Piutang,Pemasukan,9084999.0,Payment Gateway
873.0,2025-06-22,Pembelian mesin produksi,Peralatan & Aset,Pengeluaran,30027303.0,Kartu Debit
874.0,2024-10-03,Internet kantor,Operasional Kantor,Pengeluaran,1183589.0,Kartu Kredit
875.0,2025-10-16,Pembayaran piutang pelanggan,Piutang,Pemasukan,18333457.0,Transfer Bank
,2025-08-29,Tambahan modal operasional,Modal & Investasi,Pemasukan,3837928.0,Transfer Bank
877.0,2025-12-05,Uang lembur,Gaji & Karyawan,Pengeluaran,2503872.0,Transfer Bank
878.0,2025-08-25,Influencer marketing,Marketing & Promosi,Pengeluaran,3822968.0,Kartu Kredit
879.0,2025-09-07,Cicilan pelanggan,Piutang,Pemasukan,2120152.0,QRIS
880.0,2025-08-26,Event marketing,Marketing & Promosi,Pengeluaran,7518786.0,Transfer Bank
881.0,2024-12-21,Biaya admin bank,Biaya Bank,Pengeluaran,43952.0,Payment Gateway
882.0,2026-02-21,Bensin operasional,Transportasi & Logistik,Pengeluaran,500228.0,Kartu Debit
883.0,2025-06-15,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,321530.0,Transfer Bank
884.0,2025-01-01,Tambahan modal operasional,Modal & Investasi,Pemasukan,16786757.0,Transfer Bank
885.0,2025-07-02,Pembelian printer,Peralatan & Aset,Pengeluaran,3566489.0,Kartu Debit
886.0,2025-08-13,DP dari pelanggan,Piutang,Pemasukan,10229562.0,Transfer Bank
887.0,2024-07-28,Tambahan modal operasional,Modal & Investasi,Pemasukan,18142923.0,Transfer Bank
888.0,2025-05-05,Penjualan produk,Penjualan,Pemasukan,1197504.0,Transfer Bank
889.0,2024-09-24,Investasi investor,Modal & Investasi,Pemasukan,184491988.0,Transfer Bank
890.0,2025-12-27,Pembelian laptop,Peralatan & Aset,Pengeluaran,15554084.0,Transfer Bank
891.0,2024-12-06,Refund pelanggan,Lain-lain,Pengeluaran,1198324.0,Tunai
892.0,2024-11-04,Pinjaman usaha,Modal & Investasi,Pemasukan,44058793.0,Transfer Bank
893.0,2024-11-06,Penjualan jasa,Penjualan,Pemasukan,-7674827.0,Tunai
894.0,2024-08-16,Biaya MDR kartu,Biaya Bank,Pengeluaran,793886.0,Kartu Debit
895.0,2025-01-24,Sewa kantor,Operasional Kantor,Pengeluaran,3627184.0,Kartu Kredit
896.0,2026-02-08,Cicilan pelanggan,Piutang,Pemasukan,3367568.0,QRIS
897.0,2025-04-21,Internet kantor,Operasional Kantor,Pengeluaran,693285.0,Kartu Kredit
898.0,2024-08-20,Pendapatan marketplace,Penjualan,Pemasukan,,E-Wallet
899.0,2025-10-23,Diskon promosi,Marketing & Promosi,Pengeluaran,2370659.0,Transfer Bank
900.0,2024-12-27,Pinjaman usaha,Modal & Investasi,Pemasukan,16084698.0,Transfer Bank
901.0,2026-02-12,Pinjaman usaha,Modal & Investasi,Pemasukan,93471539.0,Transfer Bank
902.0,2025-04-06,DP dari pelanggan,Piutang,Pemasukan,13278213.0,QRIS
903.0,2025-11-10,Pelunasan invoice,Piutang,Pemasukan,17599525.0,QRIS
904.0,2026-05-11,Biaya izin usaha,Pajak & Perizinan,Pengeluaran,-8770386.0,Transfer Bank
905.0,2025-04-01,Pembayaran piutang pelanggan,Piutang,Pemasukan,28778635.0,Transfer Bank
906.0,2025-05-23,Tambahan modal operasional,Modal & Investasi,Pemasukan,19706939.0,Transfer Bank
907.0,2026-05-19,Investasi investor,Modal & Investasi,Pemasukan,244956410.0,Transfer Bank
908.0,2025-01-26,Setoran modal pemilik,Modal & Investasi,Pemasukan,24158257.0,Transfer Bank
909.0,2024-06-26,DP dari pelanggan,Piutang,Pemasukan,4847413.0,Transfer Bank
910.0,2026-04-28,Pelunasan invoice,Piutang,Pemasukan,24807823.0,QRIS
911.0,2025-11-20,Biaya MDR kartu,Biaya Bank,Pengeluaran,-683517.0,Transfer Bank
912.0,2026-04-28,Setoran modal pemilik,Modal & Investasi,Pemasukan,43766020.0,Transfer Bank
913.0,2025-08-25,BPJS Karyawan,Gaji & Karyawan,Pengeluaran,769368.0,Transfer Bank
914.0,2025-03-12,Cloud storage bisnis,Software & Langganan,Pengeluaran,,Kartu Debit
915.0,2024-11-14,Bunga pinjaman,Utang & Cicilan,Pengeluaran,4290263.0,Transfer Bank
916.0,2025-09-15,Bonus karyawan,Gaji & Karyawan,Pengeluaran,7503927.0,Transfer Bank
917.0,2025-04-02,Pelunasan invoice,Piutang,Pemasukan,13132928.0,Transfer Bank
918.0,2024-08-22,Setoran modal pemilik,Modal & Investasi,Pemasukan,18257650.0,Transfer Bank
919.0,2024-07-17,Penjualan produk,Penjualan,Pemasukan,1103898.0,QRIS
920.0,2025-02-23,Pembayaran piutang pelanggan,Piutang,Pemasukan,14606093.0,QRIS
921.0,2024-12-02,CRM subscription,Software & Langganan,Pengeluaran,2723614.0,E-Wallet
922.0,2025-10-25,Pendapatan grosir,Biaya Bank,Pemasukan,35637388.0,Tunai
923.0,2024-11-18,Pelunasan invoice,Piutang,Pemasukan,9653161.0,Payment Gateway
,2025-06-16,Ongkos kirim,Transportasi & Logistik,Pengeluaran,729778.0,E-Wallet
925.0,2026-03-04,Pendapatan proyek,Penjualan,Pemasukan,17219029.0,Kartu Debit
926.0,2025-07-02,Tambahan modal operasional,Modal & Investasi,Pemasukan,5812561.0,Transfer Bank
927.0,2025-08-02,Pendapatan toko offline,Penjualan,Pemasukan,333112.0,QRIS
928.0,2025-09-21,Event marketing,Marketing & Promosi,Pengeluaran,7847629.0,Transfer Bank
929.0,2024-09-11,Penjualan jasa,Penjualan,Pemasukan,18976384.0,Kartu Debit
930.0,2026-02-14,Pinjaman usaha,Pajak & Perizinan,Pemasukan,67149212.0,Transfer Bank
931.0,2025-09-09,Pendapatan marketplace,Penjualan,Pemasukan,4439694.0,Tunai
932.0,2026-01-14,Donasi perusahaan,Lain-lain,Pengeluaran,8373004.0,E-Wallet
933.0,2025-03-22,Biaya tarik tunai,Biaya Bank,Pengeluaran,42377.0,Payment Gateway
934.0,2024-10-28,Bunga pinjaman,Utang & Cicilan,Pengeluaran,4086669.0,Transfer Bank
935.0,2025-01-01,Pelunasan invoice,Piutang,Pemasukan,10362880.0,QRIS
936.0,2026-01-27,,Utang & Cicilan,Pengeluaran,2814545.0,Transfer Bank
937.0,2024-06-27,Cetak brosur,Marketing & Promosi,Pengeluaran,475173.0,Kartu Kredit
938.0,2025-09-17,Penjualan produk,Penjualan,Pemasukan,734189.0,E-Wallet
939.0,2024-07-21,Bonus karyawan,Gaji & Karyawan,Pengeluaran,2658466.0,Transfer Bank
940.0,2025-08-04,Biaya tarik tunai,Biaya Bank,Pengeluaran,4258.0,QRIS
941.0,2025-01-01,PPN,Pajak & Perizinan,Pengeluaran,41464586.0,Transfer Bank
942.0,2026-04-11,Penjualan produk,Penjualan,Pemasukan,1373617.0,Kartu Debit
943.0,2024-06-17,Konsultan pajak,Piutang,Pengeluaran,6070432.0,Transfer Bank
944.0,2025-04-23,PPh,Pajak & Perizinan,Pengeluaran,16488771.0,Transfer Bank
945.0,2026-02-17,Pembelian barang dagang,Pembelian Stok,Pengeluaran,15809132.0,Kartu Debit
946.0,2024-05-29,Penjualan produk,Penjualan,Pemasukan,934508.0,QRIS
947.0,2024-09-20,Refund pelanggan,,Pengeluaran,4474219.0,E-Wallet
948.0,2025-12-05,Domain website,Software & Langganan,Pengeluaran,2018129.0,E-Wallet
949.0,2024-10-19,Iklan online,Marketing & Promosi,Pengeluaran,1178083.0,Transfer Bank
950.0,2026-01-31,Pendapatan proyek,Penjualan,Pemasukan,2588963.0,Tunai
951.0,2025-09-17,Restock produk,Pembelian Stok,Pengeluaran,9527034.0,Tunai
952.0,2026-03-11,Setoran modal pemilik,Modal & Investasi,Pemasukan,43742199.0,Transfer Bank
